"","CASE","REF","CO01","correct_total_pt","correct_percent_pt","Per_Know","E_Trust","Per_Sev","Per_SE","Per_Vuln","correct_total_kt","correct_percent_kt","Sex","DE02_01","Edu1","Edu_other","Job","Job_othr","Anstllung","Anst_offen","Input","ITSJOB","PK1","PK2","ET1","ET2","ET3","PS1","PS2","PS3","PV1","PV2","PV3","SE1","SE2","SE3","Phish_Vic_Count","KT01","KT02","KT05","KT07","KT09","KT10","KT14","KT15","KT16","KT17","PTP5","PTP6","PTP9","PTP10","PTE4","PTE5","PTE7","PTE10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME011","TIME012","TIME013","TIME014","TIME015","TIME016","TIME017","TIME018","TIME019","TIME020","TIME021","TIME022","TIME023","TIME024","TIME_SUM","LASTPAGE","MAXPAGE","DEG_TIME"
"125",450,"vtsoz",1,4,50,6,1,6,6,3.666666667,9,90,2,49,8,NA,11,NA,4,NA,"Ich arbeite als Berater im Bereich IT-Sicherheit und Compliance. Viele Massen-Phishing-Mails sind bei genauem Hinsehen als solche zu erkennen (Schreibfehler, falsche Umbrüche etc.), besonders von Profis gestaltete Phishing-Mails sind von Originalmails optisch definitiv nicht zu unterscheiden. Daher ist eine Mail für mich nur dann keine mögliche Phishing-Mail, wenn sie verschlüsselt und signiert ist. Auch bleue ich meinen Kunden ein nie auf einen Link in einer Mail zu klicken, sondern immer nur über die ihnen bekannte Kontenseite zu gehen und dort die Signatur zu prüfen. Die einzige Ausnahme sind Mails zum zurücksetzen des Passworts und auch nur dann, wenn sie unmittelbar nach der Anforderung eintreffen.",1,6,6,1,1,1,6,6,6,6,3,2,6,6,6,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,5,39,93,27,28,78,18,58,24,22,16,33,16,71,38,13,2,10,2,27,11,11,694,650,24,24,32
"126",451,"vtsoz",1,6,75,2.5,3.666666667,6,3,3.666666667,6,60,2,20,7,NA,11,NA,3,NA,NA,5,2,3,4,2,5,6,6,6,3,4,4,3,3,3,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,4,15,59,769,47,1343,42,71,94,21,33,83,29,32,57,21,26,3,31,8,74,46,13,4,971,24,24,6
"127",453,"vtsoz",1,6,75,3,2.333333333,3.333333333,4,2.333333333,9,90,2,24,8,NA,11,NA,3,NA,NA,5,3,3,4,1,2,3,2,5,3,2,2,4,4,4,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,33,6,256,81,31,59,46,21,33,11,15,15,27,12,8,5,10,6,11,3,34,25,5,3,756,24,24,43
"128",454,"vtsoz",1,6,75,2.5,2.666666667,5.333333333,3.333333333,3.666666667,7,70,1,23,8,NA,11,NA,3,NA,NA,5,2,3,4,2,2,5,6,5,4,4,3,3,4,3,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,10,12,70,128,13,31,28,30,41,35,22,22,23,34,11,13,13,12,3,2,55,82,12,3,705,24,24,31
"129",456,"vtsoz",1,7,88,4,1.666666667,6,4,2,7,70,1,53,7,NA,11,NA,6,NA,"Um Phishing-Mails zu erkennen, gehe ich mit der Maus über den jeweiligen Link oder Button, um mir anzeigen zu lassen, was für eine Adresse tatsächlich dahintersteckt. Das war bei den Test-Mails nicht möglich.",4,4,4,2,1,2,6,6,6,3,2,1,4,4,4,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,3,16,64,86,47,53,54,43,85,23,17,28,49,52,44,30,30,5,9,4,39,23,24,112,833,24,24,6
"130",457,"vtsoz",1,4,50,5,2,6,5.333333333,2,4,40,1,52,5,NA,5,NA,8,"Hausfrau",NA,5,5,5,1,3,2,6,6,6,2,3,1,5,5,6,2,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,38,133,97,194,67,79,59,60,134,22,23,14,58,40,29,25,26,13,60,15,131,39,17,11,1267,24,24,2
"131",458,"vtsoz",1,6,75,5,2.333333333,5.666666667,5,4,7,70,1,28,8,NA,11,NA,2,NA,NA,5,5,5,2,2,3,5,6,6,4,4,4,5,5,5,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,1,1,9,32,68,103,45,63,78,32,40,117,18,26,86,64,25,9,31,4,15,2,107,60,17,4,1055,24,24,9
"132",461,"vtsoz",1,4,50,1.5,1,6,2.666666667,3.666666667,6,60,1,36,8,NA,11,NA,4,NA,NA,5,1,2,1,1,1,6,6,6,4,4,3,3,2,3,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,6,23,45,89,26,38,39,43,64,13,16,25,36,10,16,14,21,12,21,6,77,35,19,2,696,24,24,18
"133",462,"vtsoz",1,4,50,4,2.333333333,5,4,3.333333333,5,50,1,40,8,NA,10,NA,6,NA,NA,4,4,4,3,3,1,5,5,5,4,3,3,4,4,4,1,1,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,5,6,29,43,18,13,14,4,12,8,7,6,10,10,2,4,8,1,6,5,25,24,3,3,266,24,24,132
"134",465,"vtsoz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,35,8,NA,10,NA,6,NA,NA,3,3,3,3,3,2,5,5,5,4,4,4,3,3,4,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,3,4,22,24,21,21,12,9,3,5,5,3,11,3,2,8,5,1,4,NA,NA,NA,NA,NA,166,19,19,201
"135",466,"vtsoz",1,4,50,3.5,3.333333333,4.666666667,4,2.666666667,8,80,1,48,8,NA,11,NA,4,NA,"Zu häufig Mails für Pishing zu halten und nicht anzuklicken, finde ich nicht tragisch. Gerade wenn sie von Unternehmern kommen mit denen ich aktuell nichts zu tun habe. 
Es scheint aber so zu sein, dass zu häufiges nicht-klicken dieselbe Empfehlung generiert wie zu häufiges anklicken von Pishing-Mails. Diese Bewertung würde ich nochmals überdenken.",5,3,4,4,3,3,4,5,5,4,2,2,4,4,4,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,1,10,81,64,140,61,64,44,56,226,25,43,15,155,24,20,120,66,6,18,3,45,32,24,260,1347,24,24,4
"136",469,"vtsoz",1,4,50,6,1,5.333333333,5,4,9,90,2,56,8,NA,11,NA,4,NA,"Ich nutze generell keine email in der html ansicht. Ausschließlich in der text ansicht offenbart sich einem der Inhalt im Detail. 
Links in Mails sind nicht zum Anklicken!",1,6,6,1,1,1,6,4,6,4,4,4,5,5,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,4,12,60,152,70,102,79,23,149,18,19,21,62,30,26,27,44,9,9,2,178,45,14,84,1160,24,24,8
"137",470,"vtsoz",1,6,75,5,1.333333333,6,5,3.666666667,10,100,2,26,7,NA,11,NA,3,NA,NA,4,5,5,2,1,1,6,6,6,6,3,2,5,5,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,9,42,70,33,48,81,14,13,7,8,8,7,26,36,10,11,2,6,1,19,73,6,3,535,24,24,70
"138",471,"vtsoz",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,40,8,NA,11,NA,4,NA,NA,5,4,2,1,1,2,6,6,6,5,5,4,3,3,4,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,6,49,59,105,24,70,65,44,44,18,63,60,58,45,85,24,51,24,NA,NA,NA,NA,NA,NA,894,18,18,4
"139",473,"vtsoz",1,6,75,4,2.666666667,4,2,5.666666667,7,70,1,35,8,NA,11,NA,4,NA,NA,5,4,4,2,1,5,3,3,6,6,6,5,2,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,8,13,46,105,28,53,42,14,40,14,11,36,38,48,32,25,39,3,10,2,18,44,8,2,679,24,24,23
"140",474,"vtsoz",1,5,63,5,1.666666667,6,4,3.333333333,9,90,1,52,5,NA,9,NA,4,NA,"Wenn man geschäftliche Beziehung zu den Beispiel-Unteenehmen hat, fällt eine Entscheidung leichter bzw. gestaltet sich einfacher.",4,6,4,1,1,3,6,6,6,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,5,43,93,130,39,76,40,52,80,34,13,17,80,79,51,91,25,3,8,4,59,5,6,185,1038,24,24,21
"141",475,"vtsoz",1,6,75,5.5,3.666666667,6,5.666666667,1.666666667,7,70,1,32,8,NA,11,NA,8,"Studium + TZ-angestellt","Screenshots allein ermöglichen leider nicht die gesamte Bandbreite an Möglichkeiten. So fahre ich sonst mit der Maus über die Buttons bzw den augenscheinlichen Link, um zu sehen, wohin er führt (wie im letzten Screenshot). Ich klappe ebenfalls immer die Absender-Adresse aus, um nicht nur einen gewählten Namen zu sehen. Ich nutze auch meist die Links nicht, sondern logge mich in zweifelhaften Fällen direkt in die entsprechenden Accounts ein.",5,5,6,2,4,5,6,6,6,2,2,1,5,6,6,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,3,11,79,83,61,49,69,73,66,100,27,47,93,58,211,39,58,8,20,3,53,25,13,234,1075,24,24,5
"142",476,"vtsoz",1,5,63,4,1.666666667,6,4,4,8,80,1,39,7,NA,9,NA,8,"Berufliche Neuorientierung",":) Die Studie hat Spaß gemacht zusätzlich habe ich noch meinen Horizont erweitert.. 
Besten Dank!",4,4,4,1,3,1,6,6,6,4,4,4,4,4,4,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,23,79,238,114,20,45,49,35,135,64,38,47,75,70,85,41,55,4,30,5,69,61,27,100,1414,24,24,2
"143",477,"vtsoz",1,7,88,5,4,6,5,3.666666667,6,60,1,55,8,NA,10,NA,4,NA,"Ich habe viel dabei gelernt. Danke.",4,5,5,3,4,5,6,6,6,4,3,4,5,4,6,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,1,3,23,67,125,73,41,62,60,657,14,37,23,92,159,49,50,46,4,35,2,400,40,15,30,1161,24,24,7
"144",480,"vtsoz",1,3,38,1,1.666666667,6,1.333333333,4.333333333,7,70,1,32,8,NA,11,NA,4,NA,NA,5,1,1,1,1,3,6,6,6,5,5,3,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,2,5,10,72,146,463,58,78,103,161,54,35,23,56,19,29,11,31,4,16,6,46455,96,44,3,1146,24,24,8
"145",481,"vtsoz",1,3,38,5.5,2.333333333,6,5,3.333333333,7,70,1,50,8,NA,11,NA,5,NA,NA,4,6,5,2,2,3,6,6,6,4,3,3,5,5,5,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,4,22,61,89,35,40,34,43,58,27,23,22,80,26,15,35,42,6,19,4,51,38,11,4,789,24,24,7
"146",482,"vtsoz",1,4,50,5.5,2.333333333,4.666666667,3.333333333,3,8,80,1,68,5,NA,5,NA,8,"Rentnerin",NA,5,6,5,3,2,2,4,5,5,4,3,2,4,3,3,2,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,27,11,89,142,121,43,49,46,156,66,35,53,97,38,79,60,57,11,22,7,116,138,44,2,1509,24,24,5
"147",486,"vtsoz",1,6,75,2,3,6,3,3.666666667,7,70,1,38,8,NA,11,NA,8,"erwerbsunfähig",NA,5,2,2,3,3,3,6,6,6,5,4,2,3,2,4,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,3,11,64,111,56,49,36,33,78,41,29,21,49,31,16,27,13,4,3,3,66,11,15,NA,770,23,23,23
"148",487,"vtsoz",1,6,75,6,1,6,6,1,6,60,1,57,8,NA,11,NA,5,NA,NA,1,6,6,1,1,1,6,6,6,1,1,1,6,6,6,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,7,11,41,61,14,42,34,20,28,11,14,5,30,8,20,20,27,3,20,9,45,23,13,8,514,24,24,35
"149",488,"vtsoz",1,5,63,3.5,1.333333333,6,3.333333333,3,8,80,1,28,8,NA,11,NA,3,NA,NA,3,4,3,2,1,1,6,6,6,3,3,3,3,3,4,2,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,1,1,27,82,85,382,103,53,47,42,74,43,21,8,63,29,14,28,28,15,61,12,111,66,36,12,1442,24,24,7
"150",489,"vtsoz",1,6,75,4.5,1.666666667,6,4.333333333,6,7,70,1,54,8,NA,11,NA,6,NA,NA,4,5,4,1,1,3,6,6,6,6,6,6,4,4,5,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,38,17,59,90,35,67,36,23,46,20,15,13,49,32,33,21,24,5,13,4,59,38,19,4,760,24,24,7
"151",490,"vtsoz",1,6,75,3,2,6,4,5.333333333,6,60,1,24,7,NA,7,NA,3,NA,NA,5,3,3,3,1,2,6,6,6,6,5,5,4,4,4,2,1,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,8,16,54,147,38,45,35,51,52,29,33,26,73,41,32,20,44,6,20,8,122,50,14,3,967,24,24,4
"152",494,"vtsoz",1,5,63,6,1.666666667,6,6,4.666666667,8,80,2,65,7,NA,7,NA,6,NA,NA,3,6,6,1,3,1,6,6,6,6,5,3,6,6,6,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,8,127,94,22,61,35,57,65,18,20,27,83,36,29,26,22,10,12,5,114,NA,NA,NA,873,21,21,12
"153",495,"vtsoz",1,5,63,5,3,6,5,3,9,90,2,76,6,NA,9,NA,8,"Rentner",NA,5,5,5,1,2,6,6,6,6,4,3,2,5,5,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,17,21,115,117,25,72,65,55,141,41,13,16,157,25,186,127,28,9,30,4,66,23,24,62,1382,24,24,4
"154",499,"vtsoz",1,3,38,4,2.666666667,6,4,3,6,60,1,74,4,NA,9,NA,8,"Rentnerin",NA,-9,4,4,3,2,3,6,6,6,3,3,3,4,4,4,2,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,2,22,48,164,284,88,508,82,38,95,25,18,19,166,33,42,18,19,3,17,7,225,138,34,43,1681,24,24,4
"155",501,"vtsoz",1,5,63,3.5,4,6,4.666666667,3.333333333,7,70,1,23,7,NA,4,NA,3,NA,NA,4,4,3,5,3,4,6,6,6,4,3,3,4,5,5,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,6,19,87,102,69,32,60,45,45,31,17,25,30,11,23,33,28,4,6,2,79,47,12,3,816,24,24,16
"156",516,"vtsoz",1,3,38,4.5,4,5,3.333333333,3,5,50,2,48,5,NA,5,NA,8,"Rentner",NA,5,5,4,4,4,4,5,5,5,3,3,3,4,3,3,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,5,25,82,141,21,84,102,82,215,55,56,67,98,59,56,42,39,11,54,4,64,29,28,2,1421,24,24,5
"157",517,"vtsoz",1,5,63,5.5,2.666666667,4.333333333,5,2,7,70,2,67,7,NA,12,"Vordiplom VWL",8,"Rentner / Seniorenstudium",NA,1,6,5,4,3,1,4,4,5,3,2,1,4,5,6,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,19,17,143,136,50,103,64,23,82,86,26,48,68,83,90,76,49,12,24,5,146,16,33,12,1411,24,24,3
"158",518,"vtsoz",1,5,63,3,1,6,4,5.666666667,7,70,2,36,7,NA,9,NA,3,NA,NA,5,3,3,1,1,1,6,6,6,6,6,5,4,5,3,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,4,38,50,18,36,24,18,31,18,6,17,32,23,12,26,23,2,11,2,72,112,15,2,594,24,24,43
"159",519,"vtsoz",1,5,63,5.5,3,6,4,2.666666667,9,90,1,21,7,NA,1,NA,3,NA,"Ehrlich gesagt habe ich nicht gewusst was eine ""Makro-Funktion"" ist und hab deswegen die Frage nicht ganz verstanden. 
Auch wusste ich bei dem einen Email-Bild nicht ganz, auf was ich achten sollte... (die Email mit den Konto?Bank?auszügen bei der irgendetwas stand von wegen ""ich bin nicht da, schreib [wen auch immer] direkt an"" oder sowas. Ich hoffe es wird klar, welche ich meine... :( ) 

Ansonsten Top Studie!",5,5,6,3,3,3,6,6,6,2,2,4,4,4,4,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,1,6,37,52,79,34,64,29,40,52,33,23,28,32,31,34,12,9,2,10,3,15,20,11,142,661,24,24,22
"160",520,"vtsoz",1,5,63,2.5,2.666666667,4.333333333,5,3,6,60,1,37,8,NA,11,NA,4,NA,NA,4,3,2,2,2,4,4,4,5,3,3,3,5,5,5,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,2,1,3,5,32,59,29,35,31,42,57,20,9,26,21,21,31,10,24,3,9,5,31,15,6,2,526,24,24,36
"161",521,"vtsoz",1,7,88,4,4.333333333,6,3.666666667,5,5,50,1,25,8,NA,11,NA,3,NA,NA,1,4,4,4,4,5,6,6,6,5,5,5,4,4,3,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,23,10,35,65,15,25,28,23,29,65,25,61,66,21,96,20,34,8,5,3,41,19,9,8,734,24,24,23
"162",523,"vtsoz",1,5,63,6,4.333333333,6,5.333333333,6,4,40,1,71,8,NA,10,NA,8,"Rentnerin",NA,5,6,6,3,5,5,6,6,6,6,6,6,5,5,6,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,12,17,85,111,28,39,59,13,26,16,17,17,29,11,13,13,8,4,17,4,48,26,7,5,625,24,24,28
"163",525,"vtsoz",1,5,63,6,2.666666667,6,4.666666667,3.333333333,8,80,2,45,4,NA,4,NA,4,NA,"Hallo,
Bei der Frage, ob man bei einem ersten Blick auf einen Link erkennen kann, ob der link richtig ist, möchte ich widersprechen.  Mit dem Mauszeiger auf den Link gehen ohne zu klicken ist aus meiner Sicht schon der zweite Blick. 

Bei der Einschätzung, ob eine Mail pishing ist oder nicht, z.B. Zugang gesperrt,  habe ich ja immer noch die Möglichkeit mich direkt bei dem Dienst einzuloggen. Ich muss ja nicht auf den Link klicken. 
Vielen Dank
Gruß Andreas",3,6,6,3,3,2,6,6,6,4,4,2,5,4,5,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,5,10,82,131,28,68,83,25,82,36,21,94,53,66,41,52,134,9,50,4,80,78,9,662,1246,24,24,4
"164",527,"vtsoz",1,4,50,5,1.666666667,6,4.666666667,2.333333333,9,90,1,34,7,NA,8,NA,4,NA,"Ich habe bei allen E-Mails angegeben, dass ich nicht klicken würde. Ich gehe soweit möglich immer den Umweg, mich direkt über den Browser auf einer Seite einzuloggen und dort nachzusehen. Erstens muss ich dann nicht so genau jede E-Mail auf Echtheit untersuchen und zweitens werden die Betrüger ja auch besser und die Phishing-Mails sehen immer echter aus.",5,5,5,2,1,2,6,6,6,3,2,2,5,4,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,36,28,92,178,101,122,55,42,101,56,38,35,163,44,63,28,26,8,41,5,191,41,11,398,1510,24,24,1
"165",528,"vtsoz",1,5,63,2.5,2,6,4,3.333333333,6,60,2,58,4,NA,9,NA,4,NA,NA,5,3,2,3,1,2,6,6,6,4,3,3,4,4,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,30,22,80,144,60,90,57,49,113,15,27,60,24,16,15,30,16,10,11,3,105,25,12,4,1018,24,24,12
"166",529,"vtsoz",1,5,63,5,1.333333333,5.666666667,4,4.333333333,8,80,1,59,4,NA,-9,NA,4,NA,NA,1,5,5,2,1,1,5,6,6,5,4,4,4,3,5,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,6,18,44,74,13,54,31,50,64,48,21,23,32,26,48,18,15,2,4,4,43,35,9,3,685,24,24,22
"167",533,"vtsoz",1,7,88,6,1,6,6,2.666666667,8,80,2,59,7,NA,11,NA,5,NA,NA,1,6,6,1,1,1,6,6,6,3,3,2,6,6,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,8,45,93,14,83,46,11,58,22,14,7,55,98,36,46,28,3,10,2,23,98,22,5466,830,24,24,26
"168",535,"vtsoz",1,5,63,5,2,6,4,3.666666667,7,70,2,54,8,NA,11,NA,4,NA,NA,4,5,5,2,2,2,6,6,6,5,3,3,4,4,4,2,2,2,1,2,2,1,1,2,1,1,2,2,2,1,2,2,1,1,2,10,35,60,45,43,32,28,66,42,17,15,51,29,15,22,30,2,3,1,37,46,6,2,639,24,24,39
"169",536,"vtsoz",1,4,50,6,1,6,5,5.333333333,8,80,1,63,8,NA,11,NA,6,NA,"In der Realität beurteile ich Emails anhand von wesentlich mehr Information, als sie in diesem Test angeboten wurden.  Erstens weiss ich, dass ich keinen Account bei Amazon, Lufthansa, Siemens habe, also ist jede Email von Amazon, Lufthansa, Siemens verdächtig und wird nicht geöffnet. D.h. ich habe Hintergrundwissen, das für diesen Test nicht vorhanden war.  Zweitens schaue ich mir im Zweifelsfall den Source-Code der Email an und dann sehe an der Routing-Information, woher sie stammt.  Im Test stand der Source-Code nicht zur Verfügung.  Drittens kann man sich die URL der Links anschauen, ohne den Link zu verfolgen.  Auch diese Information hat für den Test gefehlt.  Ich persönlich fand den Test unrealistisch.",1,6,6,1,1,1,6,6,6,6,5,5,5,5,5,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,4,7,36,94,30,49,55,4025,47,11,11,20,72,175,51,21,34,3,3,3,108,31,14,296,916,24,24,22
"170",539,"vtsoz",1,7,88,6,2.333333333,5.333333333,6,1.666666667,7,70,1,44,8,NA,10,NA,4,NA,NA,1,6,6,1,5,1,5,6,5,3,1,1,6,6,6,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,173,2035,58,111,61,64,58,35,77,29,26,19,122,22,142,33,21,5,16,4,136,48,38,156,1152,24,24,2
"171",541,"vtsoz",1,5,63,5,3.666666667,6,4.666666667,3,8,80,2,23,8,NA,1,NA,3,NA,NA,5,5,5,3,5,3,6,6,6,4,3,2,5,5,4,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,6,54,80,34,143,28,133,280,19,10,20,24,23,34,13,21,4,22,3,132,51,18,2,1156,24,24,23
"172",542,"vtsoz",1,3,38,6,2.666666667,6,5.666666667,3,8,80,2,64,10,"Industrie Meister",9,NA,4,NA,NA,1,6,6,1,4,3,6,6,6,4,3,2,6,6,5,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,26,81,164,157,31,61,57,47,18,19,27,21,53,22,43,35,17,8,16,6,38,17,14,6,984,24,24,11
"173",543,"vtsoz",1,5,63,3.5,3.666666667,5.666666667,3.666666667,4.333333333,6,60,2,24,7,NA,7,NA,3,NA,"Bei vielen dieser Situationen kann man die Entscheidung als Addressat besser wahrnehmen/entscheiden, da ich ja weiß ob ich zB einen Voucher von Flughansa habe, bei Amazon meine Default Language geändert habe oder bei Slack über ein neues Gerät eingestiegen bin.",4,4,3,4,3,4,5,6,6,4,5,4,4,3,4,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,1,2,1,2,143,24,38,56,59,35,29,29,65,11,14,15,81,9,23,16,19,1,5,4,24,52,7,91,627,24,24,35
"174",545,"vtsoz",1,6,75,3.5,3.666666667,6,3.666666667,2.333333333,6,60,1,37,8,NA,11,NA,4,NA,NA,5,4,3,5,2,4,6,6,6,3,2,2,4,3,4,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,4,20,55,160,96,38,26,38,50,24,10,15,52,10,58,28,23,3,14,4,42,32,15,2,819,24,24,17
"175",547,"vtsoz",1,6,75,3.5,3.333333333,6,4.333333333,3,7,70,2,53,8,NA,11,NA,4,NA,NA,1,4,3,4,3,3,6,6,6,4,3,2,5,4,4,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1059,7,30,440,13,29,29,35,227,10,10,24,25,14,9,21,102,3,16,3,1608,56,9,18,1188,24,24,30
"176",548,"vtsoz",1,6,75,5,2,6,4,2.666666667,7,70,1,51,8,NA,10,NA,8,"Mutter und Hausfrau / Ehrenamt",NA,4,5,5,2,2,2,6,6,6,3,3,2,4,4,4,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,6,46,127,31,34,27,25,45,21,21,35,45,27,99,19,18,3,3,3,64,99,15,NA,815,23,23,26
"177",549,"vtsoz",1,3,38,5,3.666666667,6,5,2.333333333,2,20,2,79,4,NA,5,NA,8,"Rentner",NA,3,5,5,4,3,4,6,6,6,3,2,2,5,5,5,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,5,85,102,119,77,77,109,35,51,23,23,25,115,38,29,28,22,14,21,6,185,38,27,2,1256,24,24,5
"178",550,"vtsoz",1,5,63,5,3.333333333,5.666666667,4.666666667,3.666666667,6,60,2,22,8,NA,10,NA,5,NA,NA,5,5,5,4,3,3,6,5,6,4,4,3,5,5,4,2,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,21,16,56,75,42,53,29,22,59,11,17,18,30,13,25,16,15,6,11,2,65,19,7,1,629,24,24,29
"179",551,"vtsoz",1,6,75,6,4.666666667,6,4.333333333,3,10,100,1,30,8,NA,11,NA,4,NA,"Mir ist aufgefallen, dass ich öfter eine dritte Antwort hätte wählen wollen: Nämlich, statt den Link zu klicken, einfach selbst z.B. paypal.com in die Browserzeile zu tippen und das Anliegen so zu bearbeiten (falls es echt ist). Das ist ein Mittelweg, mit dem ich häufig das Anklicken von Links in Mails umgehe, wenn ich die Mail unerwartet finde oder die besondere Dringlichkeit der Mail mich misstrauisch macht, oder auch einfach, damit ich es mir nicht angewöhne, in Service-Mails auf Links zu klicken.
Das heißt, die Antwort ""Würde klicken"" stimmt manchmal auch nicht bei Mails, die ich im Prinzip für vetrauenswürdig halte. Ich habe in der Umfrage dann ""würde klicken"" gewählt, wenn ich gedacht habe, dass meine Faulheit eventuell siegen würde. 

Viel Erfolg mit der Studie!",1,6,6,5,4,5,6,6,6,3,3,3,5,5,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,10,7,43,105,28,65,32,34,58,10,17,43,59,36,9,36,19,4,34,5,31,25,18,519,733,24,24,18
"180",552,"vtsoz",1,5,63,4,1.5,6,4.666666667,3.333333333,8,80,1,55,8,NA,11,NA,6,NA,"Unangenehm waren mir zwei Fragen, die ich wirklich nicht beurteilen konnte und geraten habe - leider/oder doch zum Glück lag ich daneben - und offensichtlich auch mit meiner Einschätzung nur ""Mäßig viel"" über Phisching zu wissen - Danke für die Anregungsmöglichkeiten zur Weiterbeschäftigung",1,5,3,2,1,-9,6,6,6,3,4,3,5,5,4,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,5,19,49,5528,59,217,123,50,59,39,30,34,62,82,114,40,40,6,17,8,53,31,29,124,1276,24,24,1
"181",554,"lnkd",1,7,88,6,2.333333333,6,6,5.333333333,5,50,2,22,7,NA,1,NA,6,NA,NA,4,6,6,3,3,1,6,6,6,6,5,5,6,6,6,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,1,6,5,26,45,20,38,40,12,17,7,4,6,16,14,11,19,9,3,8,3,49,26,3,4,391,24,24,70
"182",555,"vtsoz",1,6,75,5.5,3.666666667,6,4.666666667,1.666666667,7,70,1,20,7,NA,1,NA,3,NA,NA,2,5,6,4,4,3,6,6,6,2,1,2,5,4,5,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,29,6,66,83,10,38,31,12,30,33,25,13,20,9,16,10,21,1,11,2,30,23,5,2,526,24,24,52
