StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,timing_consent_First Click,timing_consent_Last Click,timing_consent_Page Submit,timing_consent_Click Count,browser_meta_Browser,browser_meta_Version,browser_meta_Operating System,browser_meta_Resolution,consent_question,timing_screening_First Click,timing_screening_Last Click,timing_screening_Page Submit,timing_screening_Click Count,expert_training,expert_job,age,recall_email,gender,gender_3_TEXT,ethnicity,ethnicity_9_TEXT,timing_elicitation_First Click,timing_elicitation_Last Click,timing_elicitation_Page Submit,timing_elicitation_Click Count,elicitation1,elicitation2,elicitation3,timing_choose_First Click,timing_choose_Last Click,timing_choose_Page Submit,timing_choose_Click Count,brief_summary,describe_suspicious,describe_hard,describe_ask,timing_noticing_First Click,timing_noticing_Last Click,timing_noticing_Page Submit,timing_noticing_Click Count,notice1,notice2,attention,notice3,notice3_4_TEXT,notice4,notice4_3_TEXT,notice5,notice5_5_TEXT,timing_expecting_First Click,timing_expecting_Last Click,timing_expecting_Page Submit,timing_expecting_Click Count,expect1,expect2,expect3,expect4,expect5,expect6,timing_suspecting_First Click,timing_suspecting_Last Click,timing_suspecting_Page Submit,timing_suspecting_Click Count,suspect1,suspect3,suspect2,suspect4,suspect5,suspect5_sure_1,timing_deciding_First Click,timing_deciding_Last Click,timing_deciding_Page Submit,timing_deciding_Click Count,investigate1,investigate1_9_TEXT,investigate2,decide,decide_sure_1,act,emotions_1,emotions_2,emotions_3,emotions_4,emotions_5,emotions_6,emotions_7,emotions_8,harm,timing_full_story_First Click,timing_full_story_Last Click,timing_full_story_Page Submit,timing_full_story_Click Count,full_story,full_story_easy,timing_demographics_First Click,timing_demographics_Last Click,timing_demographics_Page Submit,timing_demographics_Click Count,education,employment,income,digital_literacy_1,digital_literacy_2,digital_literacy_3,digital_literacy_4,digital_literacy_5,digital_literacy_6,digital_literacy_7,digital_literacy_8,digital_literacy_9,victim,Q_TotalDuration,UserAgent,ResponseID,excluded,rid,RISN,V,opp,field,gc,term,LS
2020-02-18 19:32:58,2020-02-18 20:00:03,IP Address,100,1624,TRUE,2020-02-18 20:00:04,R_1HoSdsJwnoiktvC,,,,,anonymous,EN,1.782,11.089,12.3,3,Chrome,79.0.3945.130,Windows NT 6.1,1366x768,I agree,1.345,1.345,2.823,1,No,No,41,"Yes, I have received email messages like this in the past.",Man,,White,,0.884,1025.777,1065.661,6,They can have you click on a link that will download a virus or something malicious.  They can also ask for your information when clicking on the link to a website.,I like to look at the email address.  That is usually a big red flag to me. I also read the body to see if any text or images stand out.,"I get a lot that are fake emails from amazon, walmart, ups, etc. acting like they are emails about a order I made.",7.479,68.129,80.564,8,I got one from a fake Amazon email acting like it was about a recent purchase.,I knew I had not ordered anything from Amazon.,It wasn't hard to figure out what to do.  I just deleted it.,They wanted me to click on a link to supposedly track it.,6.179,29.191,30.224,11,"What the email was about,Request for action in the email,Images in the email,Formatting or colors in the email",Within the last month,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,1.67,53.053,54.143,14,Strongly agree,I'm not sure,No,I did not know the sender,No,Somewhat agree,4.257,53.114,54.15,16,Click on a link or button,The subject line was different than I would expect,The sender's email address looked different than I would expect,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,5.676,63.784,65.007,23,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Not at all,Not at all,Somewhat,Somewhat,Not at all,Not at all,Somewhat,Somewhat,Strongly disagree,9.07,108.83,110.026,6,"I got an email from a fake Amazon account congratulating me on my recent purchase.  It said that the order had shipped and that I could track my order by clicking on the link in the email.  The text of the email looked suspicious and the sender of the email had a weird email address.  I knew it was fake by looking at it and from the email address, so I just deleted it.  I get similar emails often and know not to click on the links inside of them.",Somewhat easy,1.455,55.926,65.36,22,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Employed full time,"$50,000 to $74,999",Good,Good,Good,None,Some,None,None,None,None,Had a virus on your computer or mobile device,1624,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_1HoSdsJwnoiktvC,NULL,5e4c822a-ed16-71cf-5720-7581789918f2,7168445,H,Qual2726-0122-PhishingEmails,,1,,1293
2020-02-11 20:49:54,2020-02-11 20:51:12,IP Address,19,77,FALSE,2020-02-18 20:51:27,R_2ZQUPmpqktLyW3E,,,,,anonymous,EN,1.264,29.654,30.501,11,Safari iPhone,Unknown,iPhone,320x568,I agree,4.171,4.853,5.672,2,I'm not sure,No,25,"Yes, I have received email messages like this in the past.",Prefer not to answer,,"Hispanic, Latino or Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_2ZQUPmpqktLyW3E,NULL,5e4359a7-35d8-1752-3645-21ff8679e8ff,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 20:52:13,2020-02-11 20:54:00,IP Address,19,107,FALSE,2020-02-18 20:54:24,R_3rGlDspFy7GKDlN,,,,,anonymous,EN,35.291,35.291,36.653,1,Chrome,79.0.3945.117,Macintosh,1440x900,I agree,3.933,3.933,4.853,1,No,No,27,"Yes, I have received email messages like this in the past.",Woman,,"Hispanic, Latino or Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.117 Safari/537.36",R_3rGlDspFy7GKDlN,NULL,5e435a3a-17c1-7640-2689-9cb4cfd412bf,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 21:20:16,2020-02-11 21:22:27,IP Address,26,131,FALSE,2020-02-18 21:22:28,R_1dyGnJOUfPeyjZq,,,,,anonymous,EN,10,16.965,17.971,9,Chrome,78.0.3904.90,Android 7.0,360x640,I agree,3.469,3.469,4.734,1,No,No,31,"Yes, I have received email messages like this in the past.",Woman,,White,,2.66,69.078,69.796,21,Hack my phone and get all of my information available ,Something that I didn't request or sign up for,I don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,"Mozilla/5.0 (Linux; Android 7.0; SM-G920P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.90 Mobile Safari/537.36",R_1dyGnJOUfPeyjZq,NULL,5e4360c4-261f-919e-4512-19833f89cd44,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 21:24:51,2020-02-11 21:31:28,IP Address,26,396,FALSE,2020-02-18 21:31:35,R_2QziK8PBIR13T8b,,,,,anonymous,EN,7.934,7.934,9.988,1,Edge,18.18362,Windows NT 10.0,1093x614,I agree,8.801,8.801,14.025,1,No,No,36,"Yes, I have received email messages like this in the past.",Man,,"Hispanic, Latino or Spanish",,10.299,253.599,278.679,13,When they say click the link below but I know I haven't visited the site.,When the email sender's address has a bunch of letters and numbers in no particular sequence.,"Credit card companies.
Loan request companies.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18362",R_2QziK8PBIR13T8b,NULL,5e4361d9-6563-6c9d-b087-d99ade4eab77,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-11 22:09:15,2020-02-11 22:20:10,IP Address,26,655,FALSE,2020-02-18 22:27:11,R_3oEMk06TpwxtV4J,,,,,anonymous,EN,71.718,74.565,75.348,5,Chrome,80.0.3987.100,Windows NT 6.3,1366x768,I agree,163.307,165.044,166.669,2,No,No,37,"Yes, I have received email messages like this in the past.",Man,,"Hispanic, Latino or Spanish",,8.008,46.812,58.58,8,getting emails offering jobs,job offers,i have had lots of them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.100 Safari/537.36",R_3oEMk06TpwxtV4J,NULL,5e436be9-dfa2-766e-cafa-708b693b2d5f,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-12 00:07:40,2020-02-12 00:09:10,IP Address,19,90,FALSE,2020-02-19 00:09:56,R_1HoeSYG4PRY6rIZ,,,,,anonymous,EN,2.595,10.377,11.098,3,Safari iPhone,Unknown,iPhone,375x667,I agree,7.477,8.295,8.331,2,No,No,27,"Yes, I have received email messages like this in the past.",Man,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_1HoeSYG4PRY6rIZ,NULL,5e4387f2-e19a-e7dd-c478-11d2d8fa7b37,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-12 00:20:58,2020-02-12 00:22:23,IP Address,19,84,FALSE,2020-02-19 00:22:24,R_A5y6WLW0RxjQbrb,,,,,anonymous,EN,13.284,24.701,26.269,11,Chrome,79.0.3945.93,Android 10,412x869,I agree,4.251,4.549,5.945,2,No,No,59,"Yes, I have received email messages like this in the past.",Man,,"Hispanic, Latino or Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,"Mozilla/5.0 (Linux; Android 10; SM-G975U Build/QP1A.190711.020; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/79.0.3945.93 Mobile Safari/537.36",R_A5y6WLW0RxjQbrb,NULL,5e438ae5-f6e4-0732-e9de-96c1ad3571e8,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-12 00:33:24,2020-02-12 00:37:41,IP Address,19,257,FALSE,2020-02-19 00:37:51,R_1Neq6MijmSynWc5,,,,,anonymous,EN,10.786,17.266,18.424,7,Chrome,79.0.3945.116,Android 10,412x869,I agree,34.176,34.176,35.016,1,No,No,60,"Yes, I have received email messages like this in the past.",Man,,"Hispanic, Latino or Spanish",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,"Mozilla/5.0 (Linux; Android 10; SM-G970U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.116 Mobile Safari/537.36",R_1Neq6MijmSynWc5,NULL,5e438ded-596d-13d5-9eaa-7d292e2277f3,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-18 18:04:57,2020-02-19 07:23:07,IP Address,100,47890,TRUE,2020-02-19 07:23:08,R_1gqMWgiMk615D43,,,,,anonymous,EN,0,0,514.521,0,Chrome,80.0.3987.99,Android 9,412x846,I agree,2.326,3.368,4.201,2,No,No,37,"Yes, I have received email messages like this in the past.",Man,,White,,2.419,22.297,27.557,6,Ask for my SSN,It goes to spam,Ask for money,2.284,52.324,53.001,10,The Nigerian prince needs my money,I dont know this person,I am moved by the story,Send a lot of money,1.992,13.073,13.566,11,"What the email was about,Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Within the last week,Somewhat disagree,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,1.141,17.717,18.328,14,Strongly agree,I'm not sure,No,I did not know the sender,No,Strongly agree,3.262,21.667,22.066,17,Take some action outside of the email,The subject line was different than I would expect,I don't remember who the email said it was from,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",11,3.54,24.442,25.614,25,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam",Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,1.599,53.984,55.172,5,I got a fushy email from an unknown sender.  They had a story that was very compelling. It was from a Nigerian Prince who needed money to be sent. I feel like I've seen this story but the numbers continue to change. They want me to send a large sum of money immediately. There was a link at the bottom but I did not go that far. I reported as Spam. That I deleted the email.,Extremely easy,1.075,19.695,20.401,20,4-year college degree,Employed full time,"$75,000 to $99,999",Good,Some,Some,Good,Little,Little,None,None,None,Had a virus on your computer or mobile device,47890,"Mozilla/5.0 (Linux; Android 9; SM-N960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36",R_1gqMWgiMk615D43,NULL,5e4c6d76-4c41-9f9d-36d7-92fa3a7bae16,7168445,H,Qual2726-0122-PhishingEmails,,1,,1293
2020-02-12 10:45:30,2020-02-12 10:47:12,IP Address,26,102,FALSE,2020-02-19 10:47:17,R_24dBLydzNUBU18g,,,,,anonymous,EN,1.609,12.32,12.994,2,Safari iPhone,Unknown,iPhone,375x667,I agree,1.063,1.063,1.757,1,No,No,40,"Yes, I have received email messages like this in the past.",Woman,,"Hispanic, Latino or Spanish",,7.729,57.306,61.858,11,If you click on a link that is malware,If it’s unfamiliar I delete it.  ,Can’t remember ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/91.1.292041477 Mobile/15E148 Safari/604.1",R_24dBLydzNUBU18g,NULL,5e441d54-5f89-2527-0d3a-9a40b63d3fcf,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-12 10:56:19,2020-02-12 10:57:15,IP Address,19,55,FALSE,2020-02-19 10:57:34,R_1eXb2UGBQhKUOrn,,,,,anonymous,EN,1.341,4.997,6.335,2,Safari iPad,Unknown,iPad,768x1024,I agree,4.324,4.324,5.434,1,No,No,64,"Yes, I have received email messages like this in the past.",Man,,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,"Mozilla/5.0 (iPad; CPU OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_1eXb2UGBQhKUOrn,NULL,5e441fe8-b20b-80bf-6555-0c18fdb619ba,7137451,H,Qual2726-0122-PhishingEmails,,,,
2020-02-19 11:44:09,2020-02-19 11:44:33,IP Address,100,23,TRUE,2020-02-19 11:44:33,R_2VPkxIE8G3KHEeZ,,,,,anonymous,EN,1.721,8.277,9.401,8,Chrome,80.0.3987.99,Android 7.1.1,360x640,I agree,5.036,5.036,5.975,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Mozilla/5.0 (Linux; Android 7.1.1; Moto E (4) Build/NCQS26.69-64-21; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_2VPkxIE8G3KHEeZ,ineligible,5e4d659f-c3b4-fec2-55b4-07ff74282817,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:44:15,2020-02-19 11:44:52,IP Address,100,36,TRUE,2020-02-19 11:44:52,R_1IR6LyeT0EAKQVI,,,,,anonymous,EN,1.047,5.193,6.207,2,Safari iPhone,13.0.5,iPhone,375x812,I agree,1.65,1.65,2.406,1,No,No,26,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_1IR6LyeT0EAKQVI,ineligible,5e4d65bb-b84a-7577-feaf-1c362871cebc,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:43:45,2020-02-19 11:44:58,IP Address,100,72,TRUE,2020-02-19 11:44:59,R_2q7MgAnop70v3wV,,,,,anonymous,EN,1.785,39.757,41.019,14,Safari iPhone,13.0.5,iPhone,414x896,I agree,3.747,5.16,5.174,2,No,No,31,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_2q7MgAnop70v3wV,ineligible,5e4d65b7-cbcb-0f72-6919-762d8609d0d7,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:44:19,2020-02-19 11:45:22,IP Address,100,62,TRUE,2020-02-19 11:45:22,R_1mRDa854yUsajAu,,,,,anonymous,EN,5.277,48.675,52.265,16,Chrome,75.0.3770.143,Android 10,360x740,I do not agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.0 Chrome/75.0.3770.143 Mobile Safari/537.36",R_1mRDa854yUsajAu,declined consent,5e4d65d4-8c6d-f853-6e83-95c15ba4403d,7168445,H,Qual2726-0122-PhishingEmails,,2,consent,
2020-02-19 11:44:55,2020-02-19 11:45:26,IP Address,100,30,TRUE,2020-02-19 11:45:26,R_1gpirjYrl10fFIO,,,,,anonymous,EN,2.804,10.706,11.519,9,Chrome,80.0.3987.99,Android 8.1.0,377x670,I agree,5.401,5.401,6.604,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,"Mozilla/5.0 (Linux; Android 8.1.0; U683CL Build/U683CL_01.01.04; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_1gpirjYrl10fFIO,ineligible,5e4d65de-4eee-a13d-a94d-0a3016d02048,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:20,2020-02-19 11:45:44,IP Address,100,23,TRUE,2020-02-19 11:45:44,R_231rgt1pQRjK5ca,,,,,anonymous,EN,1.733,9.409,10.218,5,Safari iPhone,Unknown,iPhone,375x812,I agree,5.916,5.916,6.871,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_231rgt1pQRjK5ca,ineligible,5e4d6608-6815-e0b4-ae77-d73c59230c52,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:00,2020-02-19 11:46:10,IP Address,100,69,TRUE,2020-02-19 11:46:11,R_1FafMrwhHoG5F34,,,,,anonymous,EN,2.208,10.495,11.355,2,Safari iPhone,Unknown,iPhone,320x568,I agree,6.722,7.311,8.701,2,No,No,48,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko)",R_1FafMrwhHoG5F34,ineligible,5e4d65ff-85e5-0b09-3126-42338626f4e9,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:09,2020-02-19 11:46:13,IP Address,100,64,TRUE,2020-02-19 11:46:14,R_1JLczaDTiExpK0i,,,,,anonymous,EN,40.912,40.912,42.373,1,Chrome,80.0.3987.106,Windows NT 10.0,1536x864,I agree,10.94,10.94,12.56,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.106 Safari/537.36",R_1JLczaDTiExpK0i,ineligible,5e4d65f2-8d6a-f47d-1ccc-015c60344d1e,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:22,2020-02-19 11:46:20,IP Address,100,58,TRUE,2020-02-19 11:46:21,R_338cYm4giiR0KfU,,,,,anonymous,EN,2.012,28.603,29.262,17,Chrome,80.0.3987.99,Android 9,412x892,I agree,3.202,3.202,3.949,1,No,No,29,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,"Mozilla/5.0 (Linux; Android 9; SM-A205U Build/PPR1.180610.011; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/80.0.3987.99 Mobile Safari/537.36",R_338cYm4giiR0KfU,ineligible,5e4d65df-0c31-3b02-6988-fc4092f595fc,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:46:09,2020-02-19 11:46:25,IP Address,100,15,TRUE,2020-02-19 11:46:25,R_2qDeeFDIzo0kjcN,,,,,anonymous,EN,0.758,5.305,5.997,2,Safari iPhone,Unknown,iPhone,375x667,I agree,2.688,2.688,3.294,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_2qDeeFDIzo0kjcN,ineligible,5e4d6633-4d7d-b39e-0778-f2181ee96b00,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:54,2020-02-19 11:46:27,IP Address,100,32,TRUE,2020-02-19 11:46:27,R_3iyWRes4tdjxGJL,,,,,anonymous,EN,4.482,4.482,5.926,1,Firefox,73.0,Windows NT 10.0,1366x768,I agree,3.256,3.256,4.659,1,No,No,60,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,R_3iyWRes4tdjxGJL,ineligible,5e4d6627-0631-eb37-c967-a9556eb593db,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:46:09,2020-02-19 11:46:43,IP Address,100,34,TRUE,2020-02-19 11:46:44,R_cvYiYyvahVCyaMV,,,,,anonymous,EN,0.813,8.048,8.848,4,Safari iPhone,Unknown,iPhone,375x667,I agree,3.917,3.917,4.51,1,No,No,29,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148",R_cvYiYyvahVCyaMV,ineligible,5e4d662a-1c26-aef6-577b-f3bc66a98f0c,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:26,2020-02-19 11:46:46,IP Address,100,79,TRUE,2020-02-19 11:46:46,R_1Nqpuz9RDExrKBS,,,,,anonymous,EN,7.17,15.733,16.831,3,Safari iPhone,13.0.5,iPhone,414x896,I agree,6.802,6.802,7.776,1,No,No,32,"No, I do not remember receiving any email messages like this.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1",R_1Nqpuz9RDExrKBS,ineligible,5e4d65d4-043d-5a85-f7ad-af9b4ab1bd23,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:46:21,2020-02-19 11:46:56,IP Address,100,35,TRUE,2020-02-19 11:46:56,R_2QY5ehrBWvFIlmy,,,,,anonymous,EN,14.25,14.25,16.108,1,Firefox,73.0,Windows NT 10.0,1366x768,I agree,5.687,5.687,9.923,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:73.0) Gecko/20100101 Firefox/73.0,R_2QY5ehrBWvFIlmy,ineligible,5e4d6640-1410-aa8d-76ce-e497a34bef30,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
2020-02-19 11:45:30,2020-02-19 11:47:09,IP Address,100,98,TRUE,2020-02-19 11:47:09,R_2TLWqNHDLhOvEzY,,,,,anonymous,EN,24.151,25.805,28.353,2,Chrome,79.0.3945.130,Windows NT 10.0,1536x864,I agree,6.063,6.063,7.926,1,No,No,60,I'm not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36",R_2TLWqNHDLhOvEzY,ineligible,5e4d65cf-6bc1-8d58-ca44-408aa68d87d9,7168445,H,Qual2726-0122-PhishingEmails,,2,DNQ,
