"ID","duration","RecordedDate","mailboxfrequency","securitytraining","pre_self_1","pre_self_2","pre_self_3","attention_check_pre","pre_knowledge_1","pre_knowledge_2","pre_knowledge_3","pre_knowledge_4","pre_knowledge_5","pre_knowledge_6","pre_knowledge_7","pre_knowledge_8","pre_knowledge_9","pre_knowledge_10","pre_SA.13_1","pre_SA.13_2","pre_SA.13_3","pre_SA.13_4","pre_SA.13_5","pre_SA.13_6","pre_SA.13_7","pre_SA.13_8","pre_SA.13_9","pre_SA.13_10","pre_SA.13_11","pre_SA.13_12","pre_SA.13_13","pre_haisq_knowledge_1","pre_haisq_knowledge_2","pre_haisq_knowledge_3","pre_haisq_knowledge_4","pre_haisq_knowledge_5","pre_haisq_knowledge_6","pre_class_1","pre_class_2","pre_class_3","pre_class_4","pre_class_5","pre_class_6","pre_class_7","pre_class_8","pre_class_9","pre_class_10","pre_class_11","pre_class_12","pre_class_13","pre_class_14","pre_class_15","pre_class_16","pre_class_17","pre_class_18","pre_class_19","pre_class_20","pre_class_21","pre_class_22","pre_class_23","pre_class_24","video_1_check","video_2_check","video_3_check","Q300_First.Click","Q300_Last.Click","Q300_Page.Submit","Q300_Click.Count","t0_video1_q","t0_video1_t_First.Click","t0_video1_t_Last.Click","t0_video1_t_Page.Submit","t0_video1_t_Click.Count","t0_video2_q","t0_video2_t_First.Click","t0_video2_t_Last.Click","t0_video2_t_Page.Submit","t0_video2_t_Click.Count","t0_video3_q","t0_video3_t_First.Click","t0_video3_t_Last.Click","t0_video3_t_Page.Submit","t0_video3_t_Click.Count","Q320_First.Click","Q320_Last.Click","Q320_Page.Submit","Q320_Click.Count","Q313_First.Click","Q313_Last.Click","Q313_Page.Submit","Q313_Click.Count","Q267_First.Click","Q267_Last.Click","Q267_Page.Submit","Q267_Click.Count","Q328_First.Click","Q328_Last.Click","Q328_Page.Submit","Q328_Click.Count","Q333_First.Click","Q333_Last.Click","Q333_Page.Submit","Q333_Click.Count","Q331_First.Click","Q331_Last.Click","Q331_Page.Submit","Q331_Click.Count","Q269_First.Click","Q269_Last.Click","Q269_Page.Submit","Q269_Click.Count","feedback_like","feedback_dislike","feedback_general","feedback_00","feedback_01","feedback_02","feedback_10","feedback_11","feedback_12","feedback_2_videos_1","feedback_2_videos_2","feedback_2_videos_3","feedback_2","feedback_assign","post_class_1","post_class_2","post_class_3","post_class_4","post_class_5","post_class_6","post_class_7","post_class_8","post_class_9","post_class_10","post_class_11","post_class_12","post_class_13","post_class_14","post_class_15","post_class_16","post_class_17","post_class_18","post_class_19","post_class_20","post_class_21","post_class_22","post_class_23","post_class_24","post_attention","post_knowledge_1","post_knowledge_2","post_knowledge_3","post_knowledge_4","post_knowledge_5","post_knowledge_6","post_knowledge_7","post_knowledge_8","post_knowledge_9","post_knowledge_10","haisq_emailinternet_1","haisq_emailinternet_2","haisq_emailinternet_3","haisq_emailinternet_4","haisq_emailinternet_5","haisq_emailinternet_6","haisq_emailinternet_7","haisq_emailinternet_8","haisq_emailinternet_9","haisq_emailinternet_10","haisq_emailinternet_11","haisq_emailinternet_12","haisq_emailinternet_13","haisq_emailinternet_14","haisq_emailinternet_15","haisq_emailinternet_16","haisq_emailinternet_17","haisq_emailinternet_18","dem_age","dem_edu","dem_edu_8_TEXT","dem_it","dem_it_3_TEXT","dem_bfi_1","dem_bfi_2","dem_bfi_3","dem_bfi_4","dem_bfi_5","dem_bfi_6","dem_bfi_7","dem_bfi_8","dem_bfi_9","dem_bfi_10","post_self_1","post_self_2","post_self_3","post_sa.13_1","post_sa.13_2","post_sa.13_3","post_sa.13_4","post_sa.13_5","post_sa.13_6","post_sa.13_7","post_sa.13_8","post_sa.13_9","post_sa.13_10","post_sa.13_11","post_sa.13_12","post_sa.13_13","post_comments","post_errors","post_quality_q","post_quality_q_3_TEXT","SC0","string","PROLIFIC_PID","SESSION_ID","STUDY_ID","Timestamp_before_class_pre","Timestamp_train","Timestamp_train_end","Timestamp_before_class_post","Timestamp_after_class_post","Timestamp_demographics","condition","participant_score","reports","NOSCORE","group","pre.sa13_engagement","pre.sa13_attentiveness","pre.sa13_resistance","pre.sa13_concernedness","pre.sa13_total","post.sa13_engagement","post.sa13_attentiveness","post.sa13_resistance","post.sa13_concernedness","post.sa13_total","pre.haisq_email_knowledge","pre.haisq_internet_knowledge","post.haisq_email_knowledge","post.haisq_email_attitude","post.haisq_email_behaviour","post.haisq_internet_knowledge","post.haisq_internet_attitude","post.haisq_internet_behaviour","post.haisq_emailInternet_total","bfi_extraversion","bfi_agreeableness","bfi_conscientiousness","bfi_neuroticism","bfi_openness","class_phish_accuracy_pre","class_nophish_accuracy_pre","class_phish_accuracy_post","class_nophish_accuracy_post","knowledge_total_pre","knowledge_total_post","proficiency_pre","proficiency_post","prof_group","train_group","assignment_fit","outlier","feedback_total"
281,4543,"","Multiple times a day","Yes, once",3,2,3,"Sunfish",NA,1,1,NA,NA,0,1,NA,0,NA,4,4,4,5,5,3,4,4,4,3,5,5,3,2,5,4,3,4,3,NA,0,1,NA,NA,1,0,NA,1,NA,1,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.062","557.054","560.023","53","28.809","463.135","463.146","44","13.904","552.389","555.654","70","","","","","","","",NA,NA,NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,NA,NA,1,1,NA,NA,1,NA,1,NA,1,1,0,NA,NA,NA,NA,0,1,0,NA,1,NA,0,1,NA,NA,1,0,NA,NA,1,NA,"",2,5,5,5,5,5,3,5,5,3,5,4,5,5,5,3,5,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",2,5,4,2,2,3,5,5,2,4,4,3,4,5,5,4,4,4,5,5,5,5,5,5,3,3,"","","Yes, you can use this data","","26.6","011001101010001110100101","","","","2024-08-28T10:59:06.889Z","2024-08-28T11:06:40.843Z","2024-08-28T11:34:12.108Z","2024-08-28T11:40:46.612Z","2024-08-28T11:46:09.103Z","2024-08-28T11:53:14.760Z","1",17.6,"2,1,4,22,6","","1",4.33333333333333,4,3.75,4.33333333333333,4.16666666666667,5,4.33333333333333,4.25,4.33333333333333,4.46153846153846,11,10,12,15,13,12,15,13,80,2.5,5,3.5,2,3,0.666666666666667,0.166666666666667,1,0.5,0.6,0.6,14.6,22.6,0,"medium","hard",NA,"prefer full"
282,5212,"","Multiple times a week","Yes, once",3,3,3,"Sunfish",NA,1,1,NA,0,NA,1,NA,NA,1,5,5,4,5,5,3,5,5,5,3,5,5,2,3,5,1,2,5,3,NA,0,1,NA,1,NA,0,NA,NA,1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.865","559.88","560.055","22","23.026","531.843","560.142","50","15.121","547.28","556.85","18","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,NA,1,NA,1,NA,1,1,NA,1,NA,1,0,NA,NA,1,1,NA,NA,1,NA,1,NA,0,1,NA,NA,0,NA,0,NA,1,1,"Phishing can occur through emails, phone calls, and text messages.",4,2,2,2,5,3,2,4,2,2,4,3,4,5,4,2,5,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",2,3,3,2,3,4,3,5,3,4,3,3,3,4,4,4,4,3,3,3,3,3,5,4,5,4,"","","Yes, you can use this data","","36.1","011010100101001101010101","","","","2024-08-28T10:47:56.109Z","2024-08-28T10:59:56.958Z","2024-08-28T11:29:15.888Z","2024-08-28T11:34:13.105Z","2024-08-28T11:44:10.645Z","2024-08-28T11:55:03.760Z","0",25.1,"","","1",4.66666666666667,4.33333333333333,4.5,4,4.58333333333333,3.33333333333333,4,3.25,4.66666666666667,3.76923076923077,9,10,8,10,8,9,13,12,60,3,3,3,2.5,3.5,0.666666666666667,1,1,0.833333333333333,0.8,0.5,23.1,20.2,1,"medium","match",NA,"keep"
283,5252,"","Multiple times a week","Yes, once",3,3,4,"Sunfish",1,NA,1,NA,0,NA,1,1,NA,NA,3,4,5,4,4,3,5,5,4,5,5,4,1,3,5,5,4,4,5,1,NA,0,NA,1,NA,0,1,NA,NA,1,NA,NA,0,1,NA,NA,NA,1,NA,NA,1,1,NA,"Postman","Always wait before clicking","Sending fake copies of real emails","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,NA,NA,"","","","I prefer the option I received.","I prefer to select the training myself.",NA,0,NA,0,NA,1,NA,NA,0,1,NA,1,0,NA,NA,1,1,0,NA,1,1,NA,NA,0,0,NA,1,NA,0,NA,1,NA,NA,1,"",5,5,5,5,5,5,4,5,2,5,5,5,5,5,5,5,5,5,"56-65","Graduate university degree (Bachelor/Master)","","Yes, other IT security related education or occupation:","",3,4,5,2,3,5,4,4,2,4,3,4,4,4,5,4,5,5,5,5,4,5,5,5,3,4,"","","Yes, you can use this data","","32.2","101010110010011001100110","","","","2024-08-28T10:51:24.378Z","2024-08-28T11:02:25.744Z","2024-08-28T11:38:04.498Z","2024-08-28T11:44:41.188Z","2024-08-28T11:56:13.822Z","2024-08-28T12:00:54.743Z","2",23.2,"","","1",4,3.66666666666667,4.75,3.33333333333333,4.25,4.33333333333333,4.66666666666667,4.75,4.33333333333333,4.53846153846154,13,13,15,15,11,15,15,15,86,4,4,3,2,3.5,0.666666666666667,0.8,0.5,0.571428571428571,0.8,0.6,21.2,21.9,1,"education","education",NA,"keep"
284,5462,"","Multiple times a week","Yes, once",4,4,4,"Sunfish",1,NA,NA,1,NA,1,1,1,NA,NA,3,4,2,4,4,4,5,4,5,5,3,3,2,4,5,5,5,4,5,1,NA,NA,1,NA,1,0,1,NA,NA,0,NA,NA,0,1,NA,NA,NA,1,1,1,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.803","558.207","560.076","70","11.11","456.91","456.931","42","7.455","555.745","560.172","63","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",NA,0,1,NA,1,NA,NA,NA,1,1,NA,1,1,NA,NA,1,1,1,NA,NA,NA,0,1,NA,0,NA,1,1,NA,1,NA,NA,NA,1,"",4,5,5,5,5,5,4,4,4,5,4,4,4,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, IT specialist, IT security specialist or similar,Yes, other IT security related education or occupation:","",2,4,5,2,5,2,4,4,2,4,4,4,4,4,4,3,4,5,5,4,3,5,3,4,2,5,"","","Yes, you can use this data","","35.7","100101110010011001011001","","","","2024-08-28T11:02:26.197Z","2024-08-28T11:13:35.903Z","2024-08-28T11:43:56.409Z","2024-08-28T11:51:54.729Z","2024-08-28T11:58:07.161Z","2024-08-28T12:01:01.328Z","0",25.7,"12,17","","1",3,4,4.75,2.66666666666667,3.83333333333333,3.66666666666667,3.66666666666667,5,3,3.92307692307692,14,14,14,15,12,13,14,15,83,2,4,3,2,4.5,0.666666666666667,0.833333333333333,0.833333333333333,0.833333333333333,1,0.8,23.7,23.9,1,"medium","match",NA,"prefer full"
285,5249,"","Multiple times a week","No, never",4,3,5,"Sunfish",NA,0,NA,0,NA,0,NA,NA,1,1,3,5,5,4,5,3,4,4,5,4,5,4,3,2,2,5,2,5,3,NA,1,NA,1,NA,1,NA,NA,1,1,NA,1,NA,1,1,NA,NA,NA,1,1,1,NA,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.316","547.917","560.039","37","41.232","399.748","399.759","17","6.684","530.398","561.902","62","","","","","","","",NA,NA,NA,NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,"","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,1,NA,0,NA,0,1,NA,NA,1,NA,1,NA,NA,1,1,0,NA,NA,NA,0,1,NA,0,1,NA,1,NA,0,NA,1,1,NA,"Phishing can occur through emails, phone calls, and text messages.",2,3,5,5,5,5,4,4,5,3,4,4,4,5,5,4,2,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, other IT security related education or occupation:","",1,5,2,1,1,4,4,3,4,5,3,2,5,5,5,4,5,4,3,5,4,4,5,5,3,4,"","","Yes, you can use this data","","30.4","010101001101011001011001","","","","2024-08-28T10:54:24.026Z","2024-08-28T11:03:43.304Z","2024-08-28T11:31:46.959Z","2024-08-28T11:43:39.675Z","2024-08-28T11:55:50.914Z","2024-08-28T12:01:50.791Z","1",23.4,"13","","1",4,4.33333333333333,4.25,4,4.25,4.66666666666667,4.66666666666667,3.75,4.33333333333333,4.30769230769231,9,10,10,15,13,11,14,11,74,2.5,4.5,4.5,2.5,3,1,1,0.666666666666667,0.666666666666667,0.4,0.666666666666667,23.4,20.3,1,"medium","match",NA,"prefer full"
286,5522,"","Multiple times a week","No, never",1,1,1,"Sunfish",NA,NA,1,0,0,NA,1,NA,NA,1,5,5,5,5,5,2,5,5,5,1,5,5,4,1,5,3,1,2,2,NA,NA,1,1,1,NA,0,NA,NA,1,NA,1,NA,0,1,NA,1,1,NA,NA,1,1,0,NA,"","","","34.572","120.252","121.949","5","Postman","258.91","308.098","311.577","5","Always wait before clicking","7.348","352.319","354.256","7","Sending fake copies of real emails","4.399","297.334","298.039","8","93.732","210.434","211.069","13","13.426","373.802","380.208","36","1.895","70.786","125.116","22","","","","","","","","","","","","","","","","","","","","I would prefer the training I experienced.",NA,NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",1,1,NA,NA,NA,1,NA,1,0,NA,1,NA,0,NA,NA,0,NA,NA,1,1,NA,NA,NA,0,0,1,1,NA,NA,NA,0,NA,1,1,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,2,5,"66-75","Associate or technical degree","","No, other education or occupation","",1,5,5,1,4,1,5,5,4,5,4,4,4,5,5,5,5,5,5,5,5,4,5,5,3,5,"","","Yes, you can use this data","","25.8","001110100101011010001110","","","","2024-08-28T10:49:45.634Z","2024-08-28T11:01:15.860Z","2024-08-28T11:35:15.426Z","2024-08-28T11:40:58.002Z","2024-08-28T11:51:54.425Z","2024-08-28T12:00:17.603Z","0",18.8,"29","","0",5,4,4,4.66666666666667,4.41666666666667,5,5,4.75,4.33333333333333,4.76923076923077,9,5,15,15,15,13,15,12,85,1,5,4.5,2.5,4.5,0.833333333333333,0.714285714285714,0.833333333333333,0.4,0.6,0.666666666666667,18.8,23.9,0,"full","match",NA,"keep"
287,5877,"","Multiple times a day","No, never",3,2,2,"Sunfish",NA,NA,1,1,1,NA,NA,1,1,NA,4,5,4,4,4,3,5,4,4,3,4,3,3,4,4,4,3,4,5,NA,NA,0,1,1,NA,NA,0,1,NA,NA,1,NA,NA,1,1,NA,NA,1,NA,1,1,NA,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.743","518.315","560.167","14","74.16","546.158","560.185","14","40.818","538.675","560.195","29","","","","","","","",NA,"Alternative 1: I would prefer the full training with educational videos, tests with guidance, and the reminder elements.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",0,0,NA,NA,NA,1,1,NA,NA,1,0,NA,1,0,NA,NA,0,1,NA,1,NA,NA,1,NA,0,1,1,NA,NA,NA,1,0,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",3,5,5,4,5,5,4,3,5,2,4,5,3,5,4,3,3,5,"26-35","Graduate university degree (Bachelor/Master)","","No, other education or occupation","",1,5,5,1,2,5,3,5,1,5,4,5,4,5,5,4,5,5,4,3,5,3,3,3,2,5,"","","Yes, you can use this data","","26.2","001110011001001101001101","","","","2024-08-28T10:48:38.522Z","2024-08-28T11:00:14.207Z","2024-08-28T11:30:43.052Z","2024-08-28T11:46:24.366Z","2024-08-28T11:56:30.195Z","2024-08-28T12:03:06.136Z","0",21.2,"","","1",4,4,4,3.33333333333333,3.91666666666667,4.33333333333333,4.66666666666667,4.25,2.66666666666667,4,12,12,13,14,12,11,12,11,73,3,4,3,1,3.5,0.666666666666667,1,0.5,0.666666666666667,1,0.6,20.2,20.6,1,"medium","match",NA,"prefer full"
288,6009,"","Multiple times a week","No, never",3,4,3,"Sunfish",1,1,NA,NA,NA,0,NA,NA,1,1,5,5,4,3,4,4,4,3,4,4,4,4,3,2,4,4,2,4,4,1,0,NA,NA,NA,1,NA,NA,0,1,NA,1,NA,1,1,NA,NA,NA,1,NA,0,NA,NA,0,"","","","33.006","186.156","190.782","10","Postman","279.247","279.247","283.322","1","Look for the 'who-area'","310.872","310.872","315.54","1","Sending fake copies of real emails","272.922","272.922","289.689","1","11.564","78.41","181.254","11","80.481","354.773","380.011","10","5.312","103.565","140.23","11","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"I would prefer the training I experienced.",NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,1,NA,1,1,NA,NA,0,NA,0,NA,NA,1,0,1,NA,0,NA,1,1,NA,0,NA,NA,1,0,0,NA,0,1,NA,"Phishing attacks can only happen via email.",4,4,4,4,5,4,3,4,4,4,5,5,4,4,5,4,4,5,"18-25","Secondary or school diploma","","No, other education or occupation","",2,4,5,2,4,5,5,5,3,4,4,4,4,4,5,4,4,4,3,5,4,4,4,4,2,4,"","","Yes, you can use this data","","25.2","110001001101011001101001","","","","2024-08-28T11:15:50.058Z","2024-08-28T11:21:01.374Z","2024-08-28T11:51:54.734Z","2024-08-28T11:56:59.392Z","2024-08-28T12:02:19.692Z","2024-08-28T12:07:41.264Z","1",18.2,"","","0",4,4.33333333333333,3.75,3.66666666666667,4,4.33333333333333,4.33333333333333,3.75,3.33333333333333,3.92307692307692,10,10,12,13,11,14,13,13,76,3.5,4.5,3.5,2.5,4,0.666666666666667,0.6,0.833333333333333,0.571428571428571,0.8,0.333333333333333,18.2,20.2,0,"full","match",NA,"keep"
289,5650,"","Multiple times a day","No, never",3,3,3,"Sunfish",1,1,NA,NA,NA,0,1,NA,1,NA,3,4,4,2,4,3,3,4,5,4,4,4,3,4,5,5,4,4,5,1,1,NA,NA,NA,1,1,NA,1,NA,NA,1,1,1,NA,NA,1,1,NA,NA,1,NA,NA,1,"","","","36.541","196.277","220.086","21","Postman","275.248","280.611","281.419","3","Always wait before clicking","308.099","357.003","358.649","10","Sending fake copies of real emails","249.456","259.416","260.42","4","6.425","238.022","300.149","27","7.242","331.644","331.601","40","4.209","269.067","270.049","69","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"I would prefer the training I experienced.",NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,NA,1,1,1,NA,NA,1,NA,1,1,NA,NA,NA,1,1,NA,NA,1,1,NA,1,0,NA,0,NA,NA,1,1,1,NA,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,"26-35","Secondary or school diploma","","No, other education or occupation","",2,2,3,3,4,2,3,5,4,3,4,4,4,4,5,4,4,4,4,4,4,5,4,4,2,5,"","","Yes, you can use this data","","35.4","110001101001110010101001","","","","2024-08-28T10:55:34.927Z","2024-08-28T11:05:25.140Z","2024-08-28T11:44:03.653Z","2024-08-28T11:49:05.154Z","2024-08-28T11:57:22.209Z","2024-08-28T12:04:25.168Z","1",24.4,"2,29,22","","0",3,3.66666666666667,4,3.66666666666667,3.66666666666667,4,4.33333333333333,4.5,3.33333333333333,4.07692307692308,14,13,15,15,15,15,15,15,90,2,2.5,3,3.5,3.5,1,1,1,0.833333333333333,0.8,0.8,23.4,25.8,1,"full","easy",NA,"keep"
290,5900,"","Multiple times a day","Yes, once",3,4,5,"Sunfish",1,0,NA,NA,0,NA,NA,1,0,NA,5,5,5,5,4,5,5,4,5,1,5,5,3,5,5,5,3,3,4,0,0,NA,NA,1,NA,NA,1,0,NA,NA,1,NA,1,0,NA,1,0,NA,1,0,NA,0,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.257","483.433","484.327","28","11.681","334.018","334.038","43","9.02","466.962","488.6","6","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer to select the training myself.",NA,NA,1,1,NA,1,0,NA,NA,1,0,NA,1,NA,NA,1,NA,NA,1,NA,NA,1,NA,1,0,NA,NA,1,0,NA,1,1,NA,NA,"Phishing can occur through emails, phone calls, and text messages.",5,5,5,4,5,5,5,5,5,5,1,5,5,5,5,5,5,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, other IT security related education or occupation:","",5,2,5,4,5,4,5,5,1,5,5,5,5,2,5,3,2,2,3,4,5,2,3,4,3,5,"","","Yes, you can use this data","","30.4","110010011001011010011010","","","","2024-08-28T10:48:31.899Z","2024-08-28T10:56:27.804Z","2024-08-28T11:24:41.472Z","2024-08-28T11:27:13.312Z","2024-08-28T11:34:10.900Z","2024-08-28T11:40:15.361Z","0",22.4,"","","1",5,4.66666666666667,3.75,4.33333333333333,4.5,3.66666666666667,3.33333333333333,3,3.33333333333333,3.30769230769231,15,10,15,14,15,11,15,15,85,4.5,3.5,1.5,2.5,5,0.5,0.428571428571429,0.666666666666667,1,0.4,0.6,19.4,22.8,1,"medium","match",NA,"keep"
291,6011,"","Multiple times a day","Yes, more than once",4,5,5,"Sunfish",1,NA,NA,0,0,NA,1,NA,NA,1,5,5,5,5,5,5,5,5,5,5,3,5,4,2,4,3,4,5,2,1,NA,NA,1,0,NA,0,NA,NA,1,0,NA,0,NA,1,NA,NA,NA,1,1,NA,1,NA,1,"","","","0","0","147.751","0","Postman","301.537","301.537","306.819","1","Look for the 'who-area'","317.871","317.871","324.892","1","Sending fake copies of real emails","289.841","289.841","295.418","1","210.787","210.787","379.613","1","32.599","353.714","380.138","9","0","0","122.534","0","","","","","","","","","","","","","","","","","","","",NA,NA,NA,"Alternative 1: I would prefer the tests with guidance, together with the reminder elements.",NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,0,1,NA,NA,1,NA,0,0,NA,NA,0,NA,0,NA,1,1,1,NA,NA,1,NA,1,NA,0,NA,1,1,NA,NA,0,NA,1,1,"",3,4,5,3,5,5,5,5,3,4,5,4,5,5,5,2,5,5,"26-35","Graduate university degree (Bachelor/Master)","","Yes, studies in Computer Science, IT Security, Cybersecurity or similar","",2,5,5,2,5,4,5,5,1,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,3,5,"","","Yes, you can use this data","","35.3","100110100110101001010101","","","","2024-08-28T10:50:18.546Z","2024-08-28T10:58:26.752Z","2024-08-28T11:37:54.697Z","2024-08-28T11:45:56.954Z","2024-08-28T11:57:18.038Z","2024-08-28T12:05:57.437Z","1",28.3,"","","0",5,5,5,4,4.83333333333333,5,5,4,4,4.46153846153846,9,11,12,13,13,13,15,12,78,3,5,3,1.5,5,0.5,0.833333333333333,0.333333333333333,0.833333333333333,0.6,0.666666666666667,23.3,24,2,"full","easy",NA,"prefer medium"
292,4856,"","Multiple times a day","No, never",3,3,3,"Sunfish",1,NA,1,NA,NA,0,NA,NA,1,1,3,3,4,3,2,4,5,4,5,5,5,3,2,2,5,5,4,3,3,1,NA,1,NA,NA,1,NA,NA,0,1,0,NA,1,NA,1,NA,NA,NA,1,NA,NA,1,NA,0,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.09","557.721","560.03","55","14.767","234.604","234.73","17","2.007","542.616","543.201","83","","","","","","","",NA,"I would prefer the training I experienced.",NA,NA,NA,NA,"","","",NA,"I prefer the training to be recommended based on personalisation, but the choice remaining with me.",NA,0,NA,1,1,NA,0,1,NA,NA,NA,1,NA,1,NA,1,1,1,NA,1,1,NA,1,NA,0,NA,1,NA,1,0,NA,1,1,NA,"",2,5,5,2,5,5,3,5,5,3,3,3,5,5,5,4,5,5,"26-35","Associate or technical degree","","No, other education or occupation","",1,4,4,5,1,1,5,5,5,5,4,4,4,4,5,4,5,5,5,2,4,5,5,3,4,5,"","","Yes, you can use this data","","30.4","101001001110101001100101","","","","2024-08-28T11:34:44.007Z","2024-08-28T11:36:40.569Z","2024-08-28T12:02:19.321Z","2024-08-28T12:04:17.821Z","2024-08-28T12:06:29.375Z","2024-08-28T12:11:37.761Z","0",20.4,"12,29","","1",3.33333333333333,3,4.75,3.33333333333333,3.83333333333333,3.33333333333333,4.66666666666667,5,4,4.30769230769231,12,10,12,12,13,9,15,14,75,1,4.5,4.5,5,3,0.666666666666667,0.8,0.666666666666667,1,0.8,0.666666666666667,19.4,25.2,1,"medium","match",NA,"keep"
293,6094,"","Multiple times a day","Yes, once",5,3,3,"Sunfish",NA,1,NA,1,NA,1,1,NA,0,NA,5,5,4,5,5,4,5,5,5,5,5,5,1,1,5,5,2,5,2,NA,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,0,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.728","1133.83","1142.003","99","","","",NA,NA,NA,NA,NA,"Alternative 2: I would prefer the tests with guidance, together with the reminder elements.","","","",NA,"I prefer the training to be assigned based on personalisation.",1,NA,0,NA,0,NA,NA,1,NA,1,1,NA,1,NA,1,NA,1,1,NA,1,1,NA,NA,1,0,1,NA,1,NA,1,NA,NA,1,NA,"Phishing can occur through emails, phone calls, and text messages.",2,5,5,2,4,1,1,5,1,2,5,2,5,5,5,2,3,5,"36-45","Graduate university degree (Bachelor/Master)","","Yes, IT specialist, IT security specialist or similar","",3,5,5,1,3,5,5,5,1,5,3,3,3,5,5,5,5,5,5,5,4,5,5,4,1,5,"","","Yes, you can use this data","","38.9","010101101001010101100110","","","","2024-08-28T10:57:42.493Z","2024-08-28T11:27:05.992Z","2024-08-28T11:46:58.463Z","2024-08-28T11:51:20.701Z","2024-08-28T12:05:32.476Z","2024-08-28T12:10:57.900Z","1",27.9,"10,13","","2",4.66666666666667,4.66666666666667,5,3.66666666666667,4.83333333333333,4.66666666666667,5,5,3.33333333333333,4.53846153846154,11,9,12,7,7,9,15,10,60,4,5,3,1,4,1,0.8,0.666666666666667,1,0.8,0.8,24.9,24.9,2,"limited","match",NA,"prefer medium"
