age,gender,gender_other,ethnicity,ethnicity_other,education_level,employment_status,annual_income,has_it_training,has_it_job,can_recall_phishing,digital_literacy_wiki,digital_literacy_meme,digital_literacy_phishing,digital_literacy_bookmark,digital_literacy_cache,digital_literacy_ssl,digital_literacy_ajax,digital_literacy_rss,digital_literacy_other,unsafe_email_ways_list,suspicious_email_recognition,suspicious_emails_received,email_brief_summary,what_made_email_suspicious,what_made_decision_hard,what_email_asked_todo,emotion_dread,emotion_terror,emotion_anxiety,emotion_nervous,emotion_scared,emotion_panic,emotion_fear,emotion_worry,email_features_noticed,email_recency,email_account_type,email_account_type_other,email_content_type,email_content_type_other,email_sender_type,email_sender_type_other,felt_similar_before,previous_sender_emails,previous_sender_interaction,sender_relationship_duration,expected_this_email,email_seemed_different,actions_requested,sender_issues,subject_line_issues,email_body_issues,overall_suspicion,suspicion_confidence,investigation_methods,investigation_methods_other,contacted_sender_how,final_decision,decision_confidence,actions_with_email,perceived_harm,detailed_incident_narrative,story_recall_difficulty,previous_incidents
47,Woman,,White,,"Some college, no 4-year degree",Employed full time,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",,,Little,,,,,,,Asks for personal information Causes a virus,Same as above,Same as above,Asked for personal info,Oetsonal info,It wasnt,Personal info,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Request for action in the email,Within the last month,Personal Email account,,This email was of a personal nature,,I don't remember,,Neither agree nor disagree,No,No,I did not know the sender,No,Strongly agree,Click on a link or button,The sender's email address looked different than I would expect,The subject line was different than I would expect,The main body of the email was missing something that I would expect to be in an email like this,I was not sure about whether it was harmful or not,10,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",10,Deleted the email,Strongly disagree,"Received email from some company asking for personal information, I then wrote down email address from sender and then blocked the sender marked as spam and deleted the email then bought an antivirus called Norton and asked my friend to come over and help me install it it helped a lot and I thanked him and invited him to dinner as a thank you for helping me make my computer safe",Somewhat easy,Had a virus on your computer or mobile device
25,Woman,,White,,High school graduate or GED certificate,Employed full time,"$35,000 to $49,999",No,No,"Yes, I have received email messages like this in the past.",Little,Little,Little,Little,,,,,,"If it is from a strange email address, if it has typos or strange language","I don’t know the sender or the subject, it has weird symbols or characters in the subject or body of the email, it has a link to click on","Life insurance, gift cards, discounted items","The life insurance jumps out as most recent, it came in from a sender I did not know and I haven’t looked into any life insurance so it seemed weird to get an email about it or with offers for it. I didn’t open it when I got it I figured it was spam.",The subject and text,I kept getting them,Look at life insurance options they found for me,Moderately,Somewhat,Not at all,Moderately,Somewhat,Somewhat,Somewhat,Moderately,"Sender's name,Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Within the last week,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,No,No,I did not know the sender,No,Strongly agree,Click on a link or button,The sender's name looked different than I would expect,The subject line was different than I would expect,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",8,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",8,Deleted the email,Somewhat disagree,"I check my email everyday and typically have ads or emails from subscriptions I have or my family, but I noticed I had a weird email about life insurance. The sender had a really weird name that wasn’t even really a name it was more symbols and letters. The first time I got it I didn’t open it or read it at all, but when I kept getting them I opened one and noticed it was asking for me to click on links and provide information. I felt very uncomfortable with this since I’ve heard bad stories about these types of emails so I got out of it and deleted it.",Extremely easy,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach"
34,Woman,,White,,4-year college degree,Employed part time,"$75,000 to $99,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,Some,Good,Full,I have received emails that have random letters and numbers and either no sender or I actually got the name of a sender that was spelled incorrectly.,Pretty much everything I have said above and my account has actually been compromised because I opened an email from what I believed to be Yahoo!,Please see above for full details.,"The email said that I needed to update my personal information, I realized it wasn't valid so I went to delete it and couldn't. My account immediately locked and random emails were sent to all of my contacts. I had to verify my identity so that I could get access to my own account. I had to use another email account to contact Yahoo.","It said Yahoo but wasn't in purple or had a ""!"" with it.",My account immediately locked and random emails were sent to all of my contacts. I had to verify my identity so that I could get access to my own account.,Update my personal information.,Not at all,Not at all,An extreme amount,An extreme amount,Not at all,Quite a bit,Somewhat,An extreme amount,"What the email was about,Company or business the sender belonged to,Request for action in the email,Information missing from the email,Mistakes or poor quality",Longer than one year ago,Personal Email account,,"Other (please describe, briefly)",Personal Information,"A company, business or other organization",,Strongly disagree,I don't remember,No,I did not know the sender,No,Strongly agree,Take some action outside of the email,The sender's name looked different than I would expect,The subject line was different than I would expect,I don't remember much about the main body of the email,"Yes, I thought it was harmful",11,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,None of the above,Neither agree nor disagree,"I told the entire story above, please refer to this. I really don't feel like I need to tell this story yet again. Mu email account and my personal information were all compromised in this ordeal and I was actually a part of the class action lawsuit that was recently done and my compensation was a mere $8.35!",Neither easy nor difficult,Stranger used your credit card number without your knowledge or permission
37,Woman,,White,,High school graduate or GED certificate,Unemployed looking for work,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",,,,,,,,,,I get 4 suspicious email a day says I have collected money that needs to be picked up at a location that doesn't even exist,When they say products for a person to try but you have to pay alot of money before you get it and then it gives you a item details that if taken so long I can kill you,8 a day with scams,Progress on product and it's a scam,Ending sentence,Cause it was distracting reading,Pay alot of money,Not at all,Not at all,Somewhat,Moderately,Quite a bit,Somewhat,Moderately,Moderately,"Link(s) in the email,Request for action in the email,Length of the email,Mistakes or poor quality",Within the last month,Personal Email account,,This email was related to work,,Other (please describe),Another state,Somewhat agree,I don't remember,No,I did not know the sender,No,Strongly agree,"Respond to the email with some information,Take some action outside of the email",The sender's email address looked different than I would expect,The subject line was different than I would expect,I don't remember much about the main body of the email,I was not sure about whether it was harmful or not,9,"Looked at email headers,Asked someone else about the email",,I did not try to contact the sender,"No, the email was definitely not safe",9,Deleted the email,Strongly disagree,Scams I may read some and decided to delete it I don't like getting them in my email but there all over know people are getting them and can't get rid of them cause there's so many doing there job to get people to pay and sign up emails get messed up anyways 😡 emails are always in business or personal and some just give away is don't even read it's bad right away to read and get any ideas on it,Neither easy nor difficult,None of the above
37,Woman,,White,,"Postgraduate or professional degree, including master’s, doctorate, medical or law degree",Unemployed not looking for work,"$25,000 to $34,999",No,No,"Yes, I have received email messages like this in the past.",Little,Some,Little,Some,Little,,,,,Can contain a virus Can be a scam trying to get you money Can be a catfish,Ask for bank account info or passwords Say I am I inheriting money Don’t recognize name or email address Involve suspicious links,Claiming to be Social Security Saying I inherited money Sending a link I never requested,Email appeared official and indicated I needed to verify personal info in order to get my tax return. I was unsure if this was real. I talked to husband. I just waited and then when return came I deleted the email.,Asking for personal information,Appeared official email looked legit,Respond with personal info,Somewhat,Not at all,Somewhat,Moderately,Not at all,Not at all,Not at all,Moderately,"Request for action in the email,Information missing from the email",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat disagree,I'm not sure,No,I did not know the sender,No,Somewhat agree,Respond to the email with some information,The sender's email address looked different than I would expect,I didn't notice anything that felt off about the subject line,I didn't notice anything that felt off about the main body of the email,I was not sure about whether it was harmful or not,11,"Looked more closely at the the email address the email came from,Looked at email headers,Asked someone else about the email",,I did not try to contact the sender,"No, the email was definitely not safe",9,"Deleted the email,Left the email in my inbox",Somewhat disagree,I got an email from social security asking for my personal info in order to get my tax return. Did you get one? It looked legit and I was worried I wouldn’t get my tax return if I didn’t respond. I waited a while to see if my tax return would come. When it finally did I deleted the email. I guess it wasn’t legit after all.,Somewhat easy,"Had a virus on your computer or mobile device,Stranger used your credit card number without your knowledge or permission"
49,Woman,,White,,4-year college degree,Unemployed not looking for work,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Little,Some,Good,Good,Some,,,Little,,"An email stating it’s from your bank and asking for personal information, or asking for account numbers or passwords. Or an email asking you to click on a link the review something you supposedly purchased.",I would know that it is suspicious because a reputable company would not ask for your account numbers or passwords.,I received an email from Apple thanking me for a purchase and asking me to click the link to review my purchase or to verify my Apple ID.  I also received an email recently asking for me to verify my bank information.,Email from Apple asking me to verify my Apple ID and password.,Because Apple wouldn’t ask you for your personal information through email,"It wasn’t hard to figure out what to do, I always delete suspicious emails.",Click on a link to verify my Apple ID and password,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"Link(s) in the email,What the email was about",Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,Yes,No,I did not know the sender,No,Neither agree nor disagree,"Click on a link or button,Respond to the email with some information",The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,I didn't notice anything that felt off about the main body of the email,"Yes, I thought it was harmful",11,Other,Deleted the email,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,"I received an email from Apple asking me to click on a link to verify my Apple ID and password.  I thought that it was really weird, because I know that Apple would not ask for that type of personal information through email. I believe that it was someone fishing for personal information!!  I immediately deleted the email!",Extremely easy,"Received a notification from a company that your information was involved in a data breach,Identity theft more extensive than use of your credit card number without permission"
64,Woman,,White,,"Some college, no 4-year degree",Disabled,"$35,000 to $49,999",No,No,"Yes, I have received email messages like this in the past.",,Some,Some,Good,Some,Some,,,,ask for personal information/ be from another country/ threaten you in some way/ ask for money,you don't recognize the email sender address some one close to you sends you a link to an article that you are not expecting specific asks for money to be wired in order to gain access to more money,I received emails from my daughter-in-law and my son asking me to read an article that had a link in the email I received a threatening email requiring money to be sent or they would impact my accounts because they had my password I received emails wanting me to click a link and it was from another country,The first time I received an email like this I clicked it and I believe it led me to a page that I could not get out of/ had this loud voice telling me to call this number . Got my husband.  WE turned off the computer.  Called my son who is in IT and he walked me through what to do/ I don't remember now it has been a while ago.,I wasn't expecting it,it was from someone close to me,click a link to an article,Quite a bit,Somewhat,Quite a bit,Quite a bit,Quite a bit,Moderately,Quite a bit,An extreme amount,"Link(s) in the email,Request for action in the email",Longer than one year ago,Personal Email account,,This email was of a personal nature,,A close friend or family member,,Somewhat disagree,I'm not sure,Yes,More than 10 years,No,Strongly agree,Click on a link or button,I don't remember who the email said it was from,I don't remember much about the subject line of the email,I didn't notice anything that felt off about the main body of the email,"No, I did not think it was harmful",10,Clicked on one or more of the links to see where it went,,I did not try to contact the sender,"No, the email was definitely not safe",11,Left the email in my inbox,Strongly agree,I got an email from my daughter-in-law with a link to an article I thought she wanted me to read.  I was thinking how nice of her to send me something.  I really didn't pay much attention to who actually sent the email.  When I did it went to a site that told me to call a number and would not let me exit the page.  I had to get my husband to check things out and we ended up turning off the computer and calling my son who is in IT.  He walked us through a program to wipe things out and then I realized this was a mess.  I have gotten other emails like this after this and it is so hard to recognize that it is harmful/ you just want to click the link because someone you know supposedly sent it.  I had to overcome that feeling and look at it more in detail realizing it was meant for harm.,Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account,Stranger used your credit card number without your knowledge or permission"
30,Woman,,White,,4-year college degree,Employed part time,"$75,000 to $99,999",No,No,"Yes, I have received email messages like this in the past.",,Good,Little,Good,,,,,,They can have viruses and get into your server. They can still important information,If the sender is unknown If the sender name is odd looking If the title of the email seems like an emergency If the title of the email is trying to sell you something,I've had lots of suspicious emails that I do not open. Here are some senders I recently had an email from: |[Provide-AutoInsur. Debt Help,"It's from a company called ""freedom debt relief"" and has a link to see if you qualify. I just deleted this email and did no further action with it.",sender was labeled Debt Help,It wasn't hard,apply for debt relief,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Sender's name,Request for action in the email",Within the last week,Personal Email account,,"Other (please describe, briefly)",debt relief,"A company, business or other organization",,Somewhat agree,No,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Take some action outside of the email",The sender's name looked different than I would expect,The subject line was different than I would expect,The main body of the email included less information than I expect to be in an email like this,"Yes, I thought it was harmful",8,None of the above,,I did not try to contact the sender,I was still not sure whether the email was safe or not,8,"Deleted the email,Clicked a button to report the email as spam",Somewhat disagree,"It was an email that wanted to said it wanted to help you get out of debt. It wanted to you to click a link to see if you ""qualified"" for debt relief. There were two different addresses listed on the email that was suspicious. I also didn't like that it wanted me to click on a different link. Little to no information on the company was provided.",Neither easy nor difficult,Received a notification from a company that your information was involved in a data breach
57,Woman,,White,,"Some postgraduate or professional schooling, no postgraduate degree",Employed full time,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Good,Full,Full,Some,,Good,Little,"Requests a password, or requests you click a link to log in and use your password Asks you to click a link Asks you to download attachment","Always be suspicious of anything that requests a link, download, asks you for a password or other personal id information.","This is hard because I would say that I randomly get these at least every two months so hard to recall exactly. I have noticed a lot recently that say they were from PayPal, one for a credit card company, I do have, a couple from a credit card company I don’t have. Others about a package being delivered and need to click to verify address.",PayPal emails requesting account info,"Requested account info, but didn’t look like it was really from PayPal","You are never sure, I mean your first reaction is oh no is something wrong with my account",Wanted to to claim on link and login or give password,Not at all,Not at all,Moderately,Moderately,Somewhat,Somewhat,Moderately,Moderately,"Link(s) in the email,What the email was about,Request for action in the email,Formatting or colors in the email,Mistakes or poor quality",Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,I'm not sure,No,I did not know the sender,No,Somewhat agree,Click on a link or button,The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",9,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Somewhat agree,"So I am checking my email the other morning and I get this message from PayPal so of course I open it because I have an account and the email is telling me they need to verify activity or something on my account and I need to click a link and provide information. And now I’m a little panicked thinking something is wrong with my account but then it all seems fishy and I look at the email and click on the sender info and the sender email just does not look legit. Ok, it think, we’ll it’s not real thank god, but I also worry that just opening the email could be harmful. In the end I just delete it because I think I remember PayPal saying they will never ask for info this way.",Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Identity theft more extensive than use of your credit card number without permission"
23,Woman,,White,,High school graduate or GED certificate,Student,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Little,Some,,Some,Little,,,,,From an email that isn’t from someone you are familiar with,Still someone or something you aren’t familiar with or don’t subscribe to,Saying I need your personal information to get money to you,Saying they have free money to give away and gave a sob story to get your information,Asking for private information,Because it was about a house we were interested in,Give them our information and money,Moderately,Somewhat,Moderately,Quite a bit,Somewhat,Somewhat,Not at all,Quite a bit,What the email was about,Longer than one year ago,Personal Email account,,This email was of a personal nature,,I don't remember,,Neither agree nor disagree,No,No,I did not know the sender,Yes,Somewhat agree,Respond to the email with some information,I don't remember who the email said it was from,I didn't notice anything that felt off about the subject line,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email included something strange that I do not normally see in an email like this,The main body of the email included more information than I expect to be in an email like this",I was not sure about whether it was harmful or not,9,Asked someone else about the email,,I did not try to contact the sender,"No, the email was definitely not safe",11,Responded to the email,Neither agree nor disagree,Gave me a sob story about their family dying and getting sick. Needing someone to rent their house to cheap. Telling all their hardships and what all they endured. Gave all their supposenly information and all the details we needed to know on how to get into the house. We then went to check out the house and talk to the neighbors and found out it was a scam.,Somewhat easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device"
64,Woman,,White,,4-year college degree,Retired,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Good,Good,Good,Good,Good,Little,Little,Little,,Those that request social security numbers or bank account numbers.  They pretend to be from the bank or IRS.  They may ask for you to confirm passwords by entering your password.,Any email asking for personal information that comes from unknown source.,IRS stating I need need to give them my social security number because tax is due.  The bank stating someone has used my credit card and they need the number to stop it.,IRS stating they needed social security number and bank account number due to income tax problem.,IRS does not ask for this info.,Who do you call?,Provide personal information.,Not at all,Not at all,Not at all,Not at all,Somewhat,Not at all,Somewhat,Not at all,"Link(s) in the email,What the email was about,Request for action in the email,Images in the email,Information missing from the email",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,I'm not sure,Yes,More than 10 years,No,Strongly agree,Respond to the email with some information,I didn't notice anything that felt off about the sender,I didn't notice anything that felt off about the subject line,The main body of the email included something strange that I do not normally see in an email like this,"Yes, I thought it was harmful",11,"Looked more closely at the the email address the email came from,Looked at email headers,Asked someone else about the email",,"I went to the website of the sender,I contacted the sender through another communications medium (texting, chat, social media)","No, the email was definitely not safe",11,Clicked a button to report the email as spam,Strongly disagree,I received an email from someone posing as IRS attempting to get personal information.  The email looked professional and real.  They wanted my social security number and bank account.  IRS has this information and would not ask for it in an email.  Be aware of this and never fall for it yourself. I researched by contacting IRS thru their web site.  I was able to chat with an agent.  I was told they would never ask for this info thru an email.  I was told to never give this information to anyone who contacted me thru an email.,Extremely easy,"Received a notification from a company that your information was involved in a data breach,Stranger used your credit card number without your knowledge or permission"
36,Woman,,White,,4-year college degree,Employed full time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Some,,,,,Ask for personal information,Unrecognized or random address,Asking to cash a check and wire money,A person from another country asked me to cash a check for them then wire them money.,It sounded fraudulent,It was easy. Just deleted it.,Wire money,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Sender's name,Request for action in the email,Mistakes or poor quality",Within the last year,Student Email account,,This email was of a personal nature,,Other (please describe),Someone I had no connection to,Strongly agree,No,No,I did not know the sender,No,Strongly agree,"Respond to the email with some information,Take some action outside of the email",The sender's email address looked different than I would expect,I don't remember much about the subject line of the email,"The main body of the email included something strange that I do not normally see in an email like this,The main body of the email included less information than I expect to be in an email like this","Yes, I thought it was harmful",11,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,A person from another country asked me to cash a check for them then wire them money. It sounded like a scam so I deleted it. The name and address from the sender was one that I didn’t recognize. I’ve heard of this type of scam before and wasn’t worried. I figured the check would be fake and if I were to wire them money I’d lose money.,Extremely easy,Had a virus on your computer or mobile device
19,Woman,,White,,"Technical, trade, or vocational school AFTER high school",Employed part time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Little,Full,,Full,Little,,,,,Link in an email that could access your personal information. A “reliable” source that tries to ask for personal information.,I’m not sure.,"Emails from banks, phone companies, student loans, and online services for scholarships.",Scholarships that I was eligible for. Click this link to see them.,Click this link.,Suspicion.,Click a link.,Not at all,Not at all,Somewhat,Somewhat,Somewhat,Somewhat,Not at all,Somewhat,"Link(s) in the email,Request for action in the email",Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,Yes,No,I did not know the sender,No,Somewhat agree,Click on a link or button,The sender's name looked different than I would expect,I don't remember much about the subject line of the email,The main body of the email included less information than I expect to be in an email like this,I was not sure about whether it was harmful or not,10,None of the above,,I did not try to contact the sender,I was still not sure whether the email was safe or not,10,Deleted the email,Somewhat disagree,"I received an email from an organization about scholarships that I am eligible for, and it wanted me to click on a link to see them. I have received emails from them before about different scholarships that I am eligible for, but I never opened them up. I feel that it’s a scam, and that it could get to my information. So I just delete the emails.",Somewhat difficult,"Received a notification from a company that your information was involved in a data breach,Someone broke in or hacked your computer, mobile device, or account"
33,Other (fill in the blank),Fluid,White,,"Some college, no 4-year degree",Disabled,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,,Full,,"Phishing, unsafe links, viruses","From senders I don't trust, from email addresses that are not official","I have literally received hundreds of these, all pretending to be from different companies such as Amazon or PayPal telling me I had something wrong with my account","I got an email about my Amazon order, but I didn't have an Amazon order so I just deleted it","Obviously fake, fake email",It wasn't hard,I didn't open it,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"What the email was about,Request for action in the email,Mistakes or poor quality",Within the last week,Personal Email account,,"Other (please describe, briefly)",Fake amazon card,"A company, business or other organization",,Strongly agree,Yes,No,I did not know the sender,No,Somewhat disagree,I don't remember,The sender's email address looked different than I would expect,The subject line was different than I would expect,I don't remember much about the main body of the email,"Yes, I thought it was harmful",10,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,"it was a fake email talking about my Amazon order and gift card. I have the actual Amazon email save to my VIP centers, and this did not come from that email. I also did not have any Amazon orders or gift cards. It obviously wasn't from Amazon, so I just deleted it. That's the end of the story. I don't know what else you want me to say.",Extremely easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device"
45,Woman,,White,,Some high school,Employed part time,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",,Little,,Little,,,,,,It can have a virus that sends to everyone r on your friend list,Dont know who the person is Looks suspicious Asks for private or personal info,"Anything says free, you won.  Anything to do with money, sending or requesting","It was a ""you won"" forwarded from my newfew,, so I had opened it wondering why he sent it it had my profile pict on it with f u above it.,well that wasn't the end, later I found out  everyone on my friend list got same thi g forwarded to them by me (which I didnt) and had there profile pict with fu also",bieng forward from my  newfew,Didnt seem like my newfew,click on something in it,Moderately,Moderately,Quite a bit,Moderately,Not at all,Quite a bit,Quite a bit,Moderately,"File(s) attached to the email,Other people the email was sent to,Request for action in the email",Longer than one year ago,Personal Email account,,I don't remember,,A close friend or family member,,Strongly disagree,No,No,More than 10 years,No,Strongly agree,Click on a link or button,I didn't notice anything that felt off about the sender,I don't remember much about the subject line of the email,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"No, I did not think it was harmful",10,Asked someone else about the email,,I did not try to contact the sender,"No, the email was definitely not safe",11,I don't remember,Somewhat agree,"Okay I got an email forwarded by my newfew, which never emails me  so I opened it it had my profile pict. With fu on top of it  I knew my newfew wouldn't send something like that so I called his mom about it, idont remember who originally it said sent it or what. But later I found out all my friends on my list got similar emails forwarded by me with there pict and fu needless to say I was shocked and panicked that happen",Neither easy nor difficult,"Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account"
43,Woman,,White,,"Technical, trade, or vocational school AFTER high school",Unemployed looking for work,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Little,,Little,Good,Some,Some,,,Little,The email didn’t have the /// http: in front of the email address,It has a link,http://77857326.winvix.live/fnEO57XZizPdCMvjxJK8~asc*iVZe1:2lhi7-2420962915-rr-f211ab/adv,I clicked on it and in the context it was try to sell me subscription to keep my information safe,The head line had upper case and lower case,How to report,Buy there subscription,Somewhat,Not at all,Moderately,Quite a bit,Somewhat,Somewhat,Somewhat,Somewhat,"What the email was about,Sender's name,Images in the email,Mistakes or poor quality",Within the last day,Personal Email account,,"Other (please describe, briefly)",Subscription,An acquaintance from outside work,,Strongly agree,I'm not sure,No,One month or less,No,Neither agree nor disagree,Respond to the email with some information,The sender's email address looked different than I would expect,The subject line was different than I would expect,I didn't notice anything that felt off about the main body of the email,"No, I did not think it was harmful",7,Looked more closely at the the email address the email came from,,I did not try to contact the sender,"No, the email was definitely not safe",10,Deleted the email,Neither agree nor disagree,"The subject had upper case and lower case letters where they shouldn’t be. The print was small in the body. The pic was a wrong size. It wanted to to click on a link for more information. The whole thing just was off on what they wanted you to do. Looked at who sent it and it was a super long ,upper case letters, lower case letters, numbers, symbols. i tried to copy and paste it wouldn’t let me but it would let me send them a return email but it didn’t.",Neither easy nor difficult,Stranger used your credit card number without your knowledge or permission
18,Woman,,White,,Some high school,Student,"$100,000 to $149,999",No,No,"Yes, I have received email messages like this in the past.",Good,Full,Good,Full,Some,,,,,viruses hacks,typos false web links,"got an email saying i got $5,000,000 from the bill gates foundation, was filled w typos and a wikipedia link",got an email saying i got 5 mil from from Bill Gates Foundation with typos and a link that was a false wikipedia web link,typos,I deleted it.,Give my personal information,Not at all,Not at all,Moderately,Moderately,Moderately,Not at all,Not at all,Moderately,"Link(s) in the email,What the email was about,Request for action in the email,Information missing from the email",Within the last month,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Somewhat agree,No,No,I did not know the sender,No,Strongly agree,"Click on a link or button,Respond to the email with some information,Take some action outside of the email",The sender's email address looked different than I would expect,The subject line was different than I would expect,"The main body of the email included typos or other issues that I didn't expect to be in an email like this,The main body of the email was missing something that I would expect to be in an email like this,The main body of the email included something strange that I do not normally see in an email like this,The main body of the email included less information than I expect to be in an email like this",I was not sure about whether it was harmful or not,11,"Looked more closely at the the email address the email came from,Looked at email headers,Asked someone else about the email",,I did not try to contact the sender,"No, the email was definitely not safe",11,"Deleted the email,Clicked a button to report the email as spam,Sent the email to someone",Neither agree nor disagree,"So I received an email from the “Bill and Melinda Gates Foundation” saying that I was rewarded a $5,000,000 award as long as I give back to my community. There was a wikipedia link attached so I immediately knew something was off. I sent the email to my parents and they also knew it sounded suspicious. The email was full of typos.",Somewhat easy,"Fell victim to a phishing email message or other scam email,Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account"
46,Woman,,White,,"Some college, no 4-year degree",Employed part time,"$50,000 to $74,999",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,,,,Including links that bring you to another page asking for personal info along with Bank info,Poor grammar,Received something from Netflix asking to update billing also another one stating I won overseas lottery,Asked to update billing info,Very poor English,Didn’t know who to contact,Give credit card info,Quite a bit,Not at all,An extreme amount,An extreme amount,Moderately,Quite a bit,Quite a bit,Quite a bit,"File(s) attached to the email,Link(s) in the email,Request for action in the email,Mistakes or poor quality",Within the last year,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly disagree,Yes,Yes,Between one month and one year,No,Strongly agree,"Click on a link or button,Respond to the email with some information",I didn't notice anything that felt off about the sender,I didn't notice anything that felt off about the subject line,The main body of the email included typos or other issues that I didn't expect to be in an email like this,"Yes, I thought it was harmful",10,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,Beware of the scam email looks like it comes from Netflix asking for billing info do not respond delete immediately and contact Netflix directly do not click anywhere on the email I received an email that I could tell was very fake seems to me could be an attempted identity theft scam please be very aware of these crimes and spread the word,Extremely easy,"Received a notification from a company that your information was involved in a data breach,Had a virus on your computer or mobile device,Someone broke in or hacked your computer, mobile device, or account"
31,Woman,,White,,Some high school,Unemployed not looking for work,"Less than $25,000",No,No,"Yes, I have received email messages like this in the past.",Full,Full,Full,Full,Full,Full,,,,"You can be tracked, and or hacked.","Wrong spelling, suspicious questions","I get them daily. From inviting me to meet people for sex, to telling me I won large sums of money.",They say so and so wants to meet you in your area. I automatically delete and move on.,Who sends stuff like that?,It wasnt. I deleted it immediately.,Meet men or women for sex.,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,Somewhat,"Link(s) in the email,What the email was about,Request for action in the email",Within the last day,Personal Email account,,This email was of a personal nature,,"A company, business or other organization",,Strongly agree,Yes,No,I did not know the sender,No,Strongly agree,Click on a link or button,The sender's name looked different than I would expect,The subject line was different than I would expect,I don't remember much about the main body of the email,"Yes, I thought it was harmful",11,None of the above,,I did not try to contact the sender,"No, the email was definitely not safe",11,Deleted the email,Strongly disagree,"I keep getting these emails from a weird person. They invite me to come and meet them for sex, or a number of other things. Generally I have them set to go straight to spam, but sometimes they come to my primary email. I delete as soon as they come to me. But here lately they come every single day. Sometimes 5-10 times a day.",Extremely easy,"Someone broke in or hacked your computer, mobile device, or account"
